MTR_IDENT	RMK_SEQ	REMARKS	CYCLE_DATE
VR299	5	(7) VR-299 is scheduled with VR-288, VR-289, VR-296 and VR-1211. Users requesting VR-299 will be assigned, and authorized use of all five of these routes for the period of time required. Users requesting routes which have been previously as	200009
VR299	6	signed will be referred to the authorized user for coordination and deconflication. (8) This route MARSA through (See and Avoid) from entry to exit point.	200009
VR299	7	(9) CAUTION: Route coincides with or crosses other VR and IR routes. (10) Numerous other MTRs cross or are coincident with VR-299. See FLIP AP/1B, IFR/VFR Wall Planning Charts and appropriate Sectional/Enroute Low Altitude Charts	200009
VR299	8	. (See and Avoid) applies. (11) Scheduling this route does not automatically grant permission to enter restricted areas. Contact the appropriate scheduling activity for entry clearance.	200009
VR299	9	(12) Contact VR-299 scheduling agency as far in advance as possible, but no later than one day in advance by 0200Z++. (13) CAUTION: Frequent VFR fixed wing and helicopter traffic along entire route.	200009
VR299	10	FSS's Within 100 NM Radius: HHR, PRC, RAL, RNO, SAN	200009
VR316	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 6 NM either side of centerline from A to B; 10 NM either side of centerline from B to D; 5 NM right and 10 NM left of centerline from D to E; 5 NM	200009
VR316	2	either side of centerline from E to F; 10 NM either side of centerline from F to H; 5 NM right and 10 NM left of centerline from H to I; 10 NM either side of centerline from I to K; 4 NM either side of centerline from K to L.	200009
VR316	3	Special Operating Procedures: (1) Coordinate with 124 TRG Operations (Mon-Fri, 0730-1600 local) (DSN 941-5303/5315) for use.	200009
VR316	4	(2) Route crosses IR-300 between A to B, K to L and IR-304 between B to C and I to J. (3) MARSA (See and Avoid) conditions apply while operating on this route.	200009
VR316	5	(4) VR-316 will not be scheduled when VR-319 is in use. (5) Pilot shall avoid all airports by 3 NM laterally or 1500' vertically. (6) Uncharted airport (N43-12.0 W117-38.5). Overfly at or above 1500' AGL or avo	200009
VR316	6	id by 3 NM. (7) Uncharted airport (N43-18.0 W117-53.0). Overfly at or above 1500' AGL or avoid by 3 NM.	200009
VR316	7	(8) Malheur Lake Bird Flyway (N43-11-00 W119-02-00, N43-13-30 W118-47-30, N42-54-00 W118-40-00, N42-51-00 W118-55-30, N42-59-30 W118-53-00). Overfly at or above1000' AGL.                                                              (9) Bal	200009
VR316	8	lance Noise Sensitive Area (N43-14-30 W120-02-30). Overfly at or above 1000' AGLor avoid by 1 NM.                                                         (10) Chase Noise Sensitive Area (N43-11 W120-01). Overfly at or above 1000' AGL or av	200009
VR316	9	oid by 1 NM.                                                            (11) Uncharted tower 160' AGL (N43-49-15 W118-50-45).                             (12) Uncharted airport (N43-45-30 W118-28-00). Overfly at 1500' AGL or avoid by 3 NM.	200009
VR316	10	(13)Riverside Sensitive Area (N43-32-00 W118-09-00). Overfly buildings at or above 1000' AGL or avoid by 1 NM.                                                   (1	200009
VR316	11	4) All turn points are authorized Alternate Entry and Exit points.            (15) Bird habitat (N43-55.0 W119-00.0). Avoid by 1500' AGL or 3 NM.             (16) Bird habitat (N43-44.0 W119-49.0). Avoid by 1500' AGL or 3 NM.             (1	200009
VR316	12	7) Note: 1 minute prior to Stinking Water Creek (N43-44.0 W118-26.0), make call on UHF 255.4 with (call sign, 1 minute out, Stinking Water) for route deconfliction.                                                                          FS	200009
VR316	13	S's Within 100 NM Radius: BOI, MMV.	200009
VR319	1	TERRAIN FOLLOWING OPERATIONS: Authorized entire route. ROUTE WIDTH - 4 NM either side of centerline from A to B; 10 NM either side of centerline from B to D; 5 NM left and 10 NM right of centerline from D to E; 10 N	200009
VR319	2	M either side of centerline from E to G; 5 NM either side of centerline from G to H; 5 NM left and 10 NM right of centerline from H to I; 10 NM either side of centerline from I to K; 6 NM either side of centerline from K to L.	200009
VR319	3	Special Operating Procedures: (1) Coordinate with 124 TRG operations (Mon-Fri,0730-1600 local) (DSN 941-5303/5315) for use.                                                                  (	200009
VR319	4	2) Route crosses IR-300 between A to B, K to L and IR-304 between D to E and J to M.                                                                           (3) MARSA (See and Avoid) conditions apply while operating on this route.       (	200009
VR319	5	4) VR-319 will not be scheduled when VR-316 is in use.                         (5) Pilot shall avoid all airports by 3 NM laterally or 1500' vertically.       (6) Riverside sensitive area (N43-32-30 W118-09-30). Overfly buildings at or abov	200009
VR319	6	e 1000' AGL or avoid by 3 NM. (7) Uncharted airport (N43-45-30 N118-28-00). Overfly at 1500' AGL or avoid by 3 NM.	200009
VR319	7	(8) Uncharted tower 160' AGL (N43-49-15 W118-50-45). (9) Chase Noise Sensitive Area (N43-11 W120-01). Overfly at or above 1000' AGL or avoid by 1 NM.	200009
VR319	8	(10) Balance Noise Sensitive Area (N43-14-30 W120-02-30). Overfly at or above 1000' AGL or avoid by 1 NM. (11) Malheur Lake Bird Flyway (N43-11-00 W119-02-00, N43-13-30 W118-47-30, N42	200009
VR319	9	-54-00 W118-40-00, N42-51-00 W118-55-30, N42-59-30 W118-53-00) Overfly at or above 1000' AGL. (12) Uncharted airport (N43-18-00 W117-53-00). Overfly at or above 1500' A	200009
VR319	10	GL or avoid by 3 NM. (13) Uncharted airport (N43-12-00 W117-38-30). Overfly at or above 1500'AGL or avoid by 3 NM.	200009
VR319	11	(14) All turn points are authorized alternate Entry and Exit points. (15) Bird habitat (N43-55-00 W119-00-00). Avoid by 1500' AGL or 3 NM. (16) Bird habitat (N43-44-00 W119-49-00). Avoid by 1500' AGL or 3 NM	200009
VR319	12	.             (17) Note: 1 minute prior to Stinking Water Creek (N43-44-00 W118-26-00) make call on UHF 255.4 with (call sign, 1 minute out, Stinking Water) forroute deconfliction.	200009
VR319	13	FSS's Within 100 NM Radius: BOI, MMV	200009
VR331	1	TERRAIN FOLLOWING OPERATIONS: 300' AGL modified contour will be conducted in VMConly. After crossing Point B, descend to 300' AGL can be initiated. All structures on the route will be avoided by a minimum of 500' horizontally.	200009
VR331	2	ROUTE WIDTH - 4 NM either side of centerline from A to F; 5 NM either side of centerline from F to I. Special Operating Procedures:	200009
VR331	3	(1) All turns must remain within route width. (2) Authorized aircraft C-17, C141, C-5 and C-130. (3) Primary Entry Point A. Alternate Entry Point G.	200009
VR331	4	(4) Primary Exit Point I. There are no Alternate Exit Points. (5) Route is not part of McChord 'Route of the day' rotation. Coordination should be made with 62 OSS/OSO (DSN 382-9925) prior to planning.	200009
VR331	5	(6) Route Communications: (a) Contact Seattle Center 128.3 or 269.0 prior to Point A for clearance. (b) Between Points A and D, monitor Seattle Center 128.3 or 269.0.	200009
VR331	6	(c) Between Points D and F, monitor Seattle Center 124.2 or 317.6. (d) Between Points F and I, monitor Seattle Center 126.5 or 391.9. (e) Prior to Point G contact McChord Tower on 124.8 or 259.3 and give intentions	200009
VR331	7	after exit. (7) Speed: (a) Maintain 250 KCAS or below until route entry.	200009
VR331	8	(b) Route may be scheduled at 240 or 300 knots ground speed. Indicate desired speed when scheduling. MARSA established via coordinated scheduling. (c) Maximum speed on route: 360 KCAS.	200009
VR331	9	(8) Caution: (a) Deconflict traffic on IR-344 with scheduling activity. (b) Remain on or North of centerline for 5NM either side of Point D. Avoid Oyste	200009
VR331	10	rville, WA (N46-33.0 W124-02.0) by 2000'AGL or 2NM. (c) Avoid the town of Pe Ell, WA (Point E) by 2NM. (d) Avoid communications antenna 360'AGL (N46-32.0 W123-01.0) by 500' or 1NM.	200009
VR331	11	(e) Intensive North/South VFR traffic in the vicinity of Interstate 5 between Points E and F. (f) Be alert for parachuting in the vicinity of Toledo-Winlock AFLD.	200009
VR331	12	(g) Avoid Mink farm at (N46-33.0 W122-41.8) by 2000'AGL or 2NM. (h) Remain West of Mayfield Lake just East of Point F. (i) Remain below 1500'AGL G-I.	200009
VR331	13	(9) When practicable avoid by 1500'AGL or 3NM. (a) Martin AFLD (Pvt)  (N46-31-09 W124-01-57) (b) Curtis AFLD (Pvt)  (N46-35-25 W123-06-16)	200009
VR331	14	(c) Harris AFLD (Pvt)  (N46-30-53 W122-47-31) (d) Kadwell AFLD (Pvt)  (N46-32-15 W122-43-04) (e) Toledo-Winlock AFLD  (N46-28-38 W122-48-25)	200009
VR331	15	(f) Burnt Ridge AFLD (Pvt)  (N46-35-07 W122-37-34) (g) Bear Canyon AFLD (Pvt)  (N46-35-56 W122-29-01) (h) Cougar Mtn AFLD (Pvt)  (N46-50-49 W122-31-19)	200009
VR331	16	(i) Flying B AFLD (Pvt)  (N46-52-39 W122-36-04) (j) Western AFLD (Pvt)  (N46-55-30 W122-33-14) (k) Asplund AFLD (Pvt)  (N46-53-30 W122-22-50)	200009
VR331	17	(l) Shady Acres AFLD  (N47-04-13 W122-22-16) (m) Spanaway AFLD  (N47-05-13 W122-25-53) (10) Crews should forward any observes hazard to aviation or concerns to the 62d	200009
VR331	18	AW Airspace Manager at DSN 382-4057 or C253-982-4057. FSS's Within 100 NM Radius: MMV, SEA	200009
VR410	1	ROUTE WIDTH - 3 NM left and 3 NM right of centerline from A to B. Special Operating Procedures: (1) At Point A , maintain 1000' AGL minimum until crossing Hwy 50, then 500' AGL	200009
VR410	2	minimum while in Airburst C MOA. (2) Contact Airburst Range on UHF 251.25 before departing Point A. FSS's Within 100 NM Radius: DEN	200009
VR411	1	ROUTE WIDTH - 3 NM left and 3 NM right of centerline from A to B. Special Operating Procedures: (1) Exit Airburst C MOA and cross Hwy 50 at and maintain 1000' AGL minimum until	200009
VR411	2	reaching Point B. (2) If multiple attacks are to be flown, stay on UHF 251.25, Airburst Range and advise entry on to VR-410.	200009
VR411	3	(3) If departure from Airburst Range is planned, contact Pueblo Approach on UHF 290.5. FSS's Within 100 NM Radius: DEN	200009
VR413	1	TERRAIN FOLLOWING OPERATIONS: Authorized from A to H. ROUTE WIDTH - 3 NM left and 3 NM right of centerline from A to H. Special Operating Procedures:	200009
VR413	2	(1) Vontact Badger Mountain FSS on 122.2 entering the route. (2) High density student training in the vicinity of Point A. USAF Academy Flight  Training Area for 9500' MSL to 12,000' MSL. Expect T-3A, powered and non-powe	200009
VR413	3	red gliders and parachute activity. Remain at 3000' AGL until 5 NM past A, then 1500' AGL minimum to B. (3) Avoid ranches (N38-54.5 W105-31.5, N38-47.0 W105-35.0) by 2 NM and 1000' AGL	200009
VR413	4	. (4) Alternate Entry: Pionts B, C, D, E, F, and G. (5) Alternate Exit: Pionts B, C, D, E, F,and G.	200009
VR413	5	(6) Minimum altitude prior to H east of Interstate 25 and west of railroad trackis 1000' AGL. (7) Contact Pueblo Approach Control at point H on 290.5 for further clearance.	200009
VR413	6	FSS's Within 100 NM Radius: DEN	200009
VR510	1	TERRAIN FOLLOWING OPERATIONS: Authorized from C to K. ROUTE WIDTH - 8 NM either side of centerline from A to L; 4 NM either side of centerline from L to N.	200009
VR510	2	Special Operating Procedures: (1) Route is common with IR-509 between Points I and N. (2) Route conflicts with VR-540/541 between A and B, and IR-508/509/518, VR-1520	200009
VR510	3	/1521 between K and L. (3) Route is surveyed to 100' AGL. This altitude will not guarantee obstacle clearance throughout this route.	200009
VR510	4	(4) A minimum of 1000' AGL entire route width from Point A to N42-28 W97-02. (5) Avoid flights within 1500' AGL or 3NM of the Chamberlain Airport. Beginning and ending at N43-49 W99-10 to N43-49 W99-25 to N43-42 W99-25 to N43-42 W99-06.5	200009
VR510	5	. (6) Avoid the following Noise Sensitive Areas by a minimum of 1500' AGL or 1 NM:Farm N41-41 W96-44, feedlot N41-52.5 W96-57.5, ranch N43-44.5 W97-42.5, farm N4	200009
VR510	6	4-11 W98-27, ranch N44-04 W98-25, ranch N44-10.5 W98-39.5, ranch N43-59 W99-08, ranch N43-57.3 W99-28.5, ranch N43-23 W99-05, ranch N43-06 W98-56, farm N43-01 W98-47, feedlot N44-00.5 W98-18.5.	200009
VR510	7	(7) Avoid flight within 1500' AGL or 3 NM of the Vermillion Airport. (8) Migratory birds along the rivers and lakes during spring and fall. (9) Alternate Entry: All points.	200009
VR510	8	(10) Alternate Exit: All points. FSS's Within 100 NM Radius: FOD, HON, OLU	200009
VR511	1	TERRAIN FOLLOWING OPERATIONS: Authorized B to K. ROUTE WIDTH - 4 NM either side of centerline from A to B; 8 NM either side of centerline from B to K (except 8 NM left and 20 NM right of centerline between H a	200009
VR511	2	nd I if aircraft are scheduled to conduct operations into R-3602); 4 NM either side of centerline from K to L. Special Operating Procedures:	200009
VR511	3	(1) VR-511 is opposite direction traffic of VR-512. 132 FW will not schedule opposite and conflicting traffic at the same timme. (2) Migratory birds along rivers and lakes during spring and fall.	200009
VR511	4	(3) Alternate Entry: C, D, E and F. (4) Alternate Exit: D, E, F and H. (5) Aircrews should be particularly vigilant of other military traffic. IR-502 i	200009
VR511	5	n the vicinity of B to C and J to K. VR-533/534/535 in the vicinity of C to G, SR-618/619 in the vicinity of B to C. (6) Avoid the following route sensitive areas by a minimum of 1 NM: Havensville	200009
