NAV_IDENT	TYPE	CTRY	NAV_KEY_CD	STATE_PROV	NAME	ICAO	WAC	FREQ	USAGE_CD	CHAN	RCC	FREQ_PROT	POWER	NAV_RANGE	LOC_HDATUM	WGS_DATUM	WGS_LAT	WGS_DLAT	WGS_LONG	WGS_DLONG	SLAVED_VAR	MAG_VAR	ELEV	DME_WGS_LAT	DME_WGS_DLAT	DME_WGS_LONG	DME_WGS_DLONG	DME_ELEV	ARPT_ICAO	OS	CYCLE_DATE
QW	5	CA	1		NORTH BATTLEFORD	CZ	0184	302000K	B		MH		U	U	WGE	WGE	N52481400	52.803889	W108200700	-108.335278		E013338 0106	U					U	CYQW	I	200205
QX	5	CA	1		GANDER	CZ	0223	280000K	B		H		U	U	WGE	WGE	N48575187	48.964408	W054400569	-54.668247		W021103 0106	00496					U	CYQX	I	200204
QY	5	CA	1		SYDNEY	CZ	0261	263000K	B		H		U	U	WGE	WGE	N46124123	46.211453	W059583224	-59.975622		W020013 0106	U					U	CYQY	I	200204
QYW	3	IZ	1		QAYYARAH WEST	OR	0427		B	072X	HA		400	100	WGE	WGE	N35460180	35.767167	E043073060	43.125167		E004191 0106	00749					U	ORQW	I	200602
QZ	5	IN	1		VADODARA	VA	0560	304000K	B		H		100	U	WGE	WGE	N22200516	22.334767	E073123356	73.209322		W000188 0106	U					U	VABO	I	200602
R	5	AR	1		RIO CUARTO	SA	1435	305000K	T		MH		U	U	WGE	WGE	S33064200	-33.111667	W064163000	-64.275000		W002306 0106	01381					U		I	200106
R	5	BL	1		LA PAZ	SL	1194	330000K	T		MH		U	25	PRP	WGE	S16304260	-16.511834	W068131183	-68.219952		W005399 0106	U					U		I	200506
R	5	BL	2		COCHABAMBA	SL	1193	402000K	T		MH		U	U	PRP	WGE	S17235766	-17.399351	W066155255	-66.264596		W007041 0106	U					U	SLCB	I	200506
R	5	BU	1		VARNA	LB	0323	375000K	T		MH		U	U	WGE	WGE	N43134535	43.229264	E027512387	27.856631		E004253 0106	U					U	LBWN	I	200408
R	5	CI	1		DIEGO ARACENA	SC	1258	298000K	T		MH		25	100	WGE	WGE	S20304691	-20.513031	W070104827	-70.180075		W002414 0106	U					U	SCDA	I	200204
R	5	CI	2		ARICA	SC	1194	305000K	T		H		100	25	WGE	WGE	S18221800	-18.371667	W070205000	-70.347222		W003171 0106	U					U	SCAR	I	200205
R	5	CI	3		ANTOFAGASTA	SC	1258	305000K	T		H		100	25	WGE	WGE	S23281274	-23.470206	W070265460	-70.448500		W001199 0106	U					U	SCFA	I	200204
R	5	CO	1		ROMEO	SK	0829	274000K	T		H		50	25	WGE	WGE	N04403400	4.676111	W074060900	-74.102500		W005372 0106	08445					U	SKBO	I	200205
R	5	EC	1		GUAYAQUIL	SE	0951	315000K	L		MH		U	25	WGE	WGE	S02075800	-2.132778	W079520800	-79.868889		W000230 0106	U					U	SEGU	I	200401
R	5	EN	1		PARNU	EE	0153	376000K	T		MH		U	25	WGE	WGE	N58260900	58.435833	E024294510	24.495861		E006312 0106	U					U	EEPU	I	200208
R	5	EZ	2		CESKE BUDEJOVICE	LK	0231	830000K	T		H		U	U	WGE	WGE	N48564670	48.946306	E014272960	14.458222		E002230 0106	U					U	LKCS	I	200204
R	5	HU	1		BUDAPEST	LH	0251	381000K	T		MH		U	25	WGE	WGE	N47250094	47.416928	E019181300	19.303611		E003244 0106	U					U		I	200007
R	5	KZ	1		KARAGANDA	UA	0238	618000K	B		H		U	U	U	WGE	N49392852	49.657922	E073180816	73.302267		E008161 0106	U					U		I	200309
R	5	UP	1		CHERNIVTSI	UK	0233	509000K	T		MH		U	U	PUK	WGE	N48142881	48.241336	E026005374	26.014928		E004542 0306	U					U	UKLN	I	200605
R	5	UP	2		KHARKIV	UK	0234	678000K	B		HH		U	U	PUK	WGE	N49552845	49.924570	E036154692	36.263032		E007156 0306	U					U	UKHH	I	200605
R	5	UP	3		DNIPROPETROVSK	UK	0234	687000K	T		MH		U	U	PUK	WGE	N48212530	48.357028	E035075405	35.131681		E006363 0306	U					U		I	200605
R1	5	CA	1		THETFORD MINES	CY	0263	275000K	L		MH		U	U	WGE	WGE	N46024416	46.045600	W071160438	-71.267883		W016433 0106	01408					U	CSM3	I	200204
R5	5	CA	1		PUKATAWAGAN	CZ	0183	367000K	L		H		U	U	WGE	WGE	N55445700	55.749167	W101154100	-101.261389		E007536 0106	00958					U	CZFG	I	200205
RA	5	EZ	1		CESKE BUDEJOVICE	LK	0231	402000K	T		H		U	U	WGE	WGE	N48564660	48.946278	E014305515	14.515319		E002239 0106	U					U	LKCS	I	200204
RA	5	IC	1		RAUFARHOFN	BI	0087	410000K	B		MH		U	U	WGE	WGE	N66270100	66.450278	W015571600	-15.954444		W014443 0106	U					U	BIRG	I	200405
RA	5	KE	1		MANYANI	HK	0931	398000K	B		H		U	75	WGE	WGE	S03060880	-3.102444	E038300310	38.500861		W000427 0106	U					U		I	200609
RA	5	LE	3		RENE MOUAWAD	OL	0426	450000K	B		H		500	U	EUR	WGE	N34355636	34.598989	E036045890	36.083029		E004015 0106	U					U	OLKA	I	200507
RA	5	SF	1		RAND	FA	1300	337500K	B		H		100	50	WGE	WGE	S26252632	-26.423978	E028154986	28.263850		W018120 0106	U					U	FAGM	I	200204
RA	5	TW	1		LUNGTANG	RC	0499	202000K	T		MH		U	U	WGE	WGE	N24514200	24.861667	E121151200	121.253333		W003382 0106	U					U	RCDI	I	200204
RA	5	US	1	46	RANCH	KZ	0306	254000K	T		H		U	U	WGE	WGE	N43575327	43.964797	W102595616	-102.998933		E008498 0106	02994					U	KRAP	I	200204
RA	5	US	2	55	PASER	KZ	0308	206000K	T		MH		25	U	WGE	WGE	N42405717	42.682547	W087535808	-87.899467		W003034 0106	00710					U	RAC	I	200204
RAB	4	GT	2		RABINAL	MH	0710	116100M	B	108X	HA		U	U	WGE	WGE	N15003109	15.008636	W090281322	-90.470339	E00300798	E002311 0106	04925					U		I	200305
RAF	4	SA	1		RAFHA	OE	0445	116800M	B	115X	HA		U	U	WGE	WGE	N29371270	29.620194	E043295270	43.497972	E00200798	E003194 0106	01460					U	OERF	I	200502
RAF	7	IR	1		RAFSANJAN	OI	0443	260000K	B	070X	HH		U	U	WGE	WGE	N30180980	30.302722	E056032010	56.055583		E002247 0106	05298					U	OIKR	I	200212
RAJ	1	BG	1		RAJSHAHI	VG	0553	114600M	B		HA		U	U	WGE	WGE	N24262413	24.440036	E088365408	88.615022	E00000798	W000231 0106	00064					U	VGRJ	I	200509
RAK	5	EZ	1		RAKOVNIK	LK	0231	386000K	B		HH		U	50	WGE	WGE	N50054941	50.097058	E013412658	13.690717		E002130 0106	U					U	LKRK	I	200511
RAL	1	US	1	06	RIVERSIDE	KR	0404	112400M	T		T		25	25	WGE	WGE	N33570733	33.952036	W117265713	-117.449203	E01500170	E012564 0106	00762					U	KRAL	O	200503
RAM	4	DA	1		RAMME	EK	0151	111850M	R	055Y	HA	060/50	U	60	WGE	WGE	N56284214	56.478372	E008111451	8.187364	E00000800	E000182 0106	00060					U		I	200406
RAN	4	FP	1		RANGIROA	NT	1123	112300M	B	070X	HA		U	200	WGE	WGE	S14570150	-14.950417	W147402490	-147.673583	E01200798	E012024 0106	00040					U	NTTG	I	200605
RAN	4	TH	1		RANONG	VT	0799	113400M	B	081X	HA		50	50	WGE	WGE	N09464318	9.778661	E098350211	98.583919	E00000798	W000347 0106	00057					U	VTSR	I	200204
RAN	5	FI	1		RANTA	EF	0103	392000K	L		MH		U	30	WGE	WGE	N61010656	61.018489	E028005663	28.015731		E008332 0106	U					U	EFLP	I	200410
RAP	2	US	1	46	RAPID CITY	KZ	0306	112300M	B	070X	HA		U	U	WGE	WGE	N43583372	43.976033	W103004442	-103.012339	E01300188	E008503 0106	03160					U	KRCA	I	200204
RAS	2	SA	1		RAS MISHAB	OE	0444	116400M	T	111X	T		U	U	WGE	WGE	N28044060	28.077944	E048365280	48.614667		E002418 0106	00013					U	OERM	I	200502
RAV	2	US	1	42	RAVINE	KZ	0310	114600M	B	093X	L		U	U	WGE	WGE	N40331216	40.553378	W076355776	-76.599378	W01100288	W011288 0106	01750					U	ZER	I	200205
RAV	4	AE	1		RAS AL KHAIMAH	OM	0548	113600M	B	083X	HA		U	200	WGE	WGE	N25351835	25.588431	E055564677	55.946325	E00100798	E001317 0806	00149					U	OMRK	I	200610
RAV	4	SF	1		RAND	FA	1300	117700M	B	124X	HA		50	100	WGE	WGE	S26144342	-26.245394	E028091626	28.154517		W017552 0106	05570					U	FAGM	I	200204
RB	5	CA	1		RESOLUTE BAY	CZ	0036	350000K	B		HH		U	U	WGE	WGE	N74444900	74.746944	W094594200	-94.995000		W031269 0106	U					U	CYRB	I	200402
RB	5	JA	1		EDA	RJ	0389	357000K	B		H		100	100	WGE	WGE	N35333483	35.559675	E139322824	139.541178		W006546 0106	U					U		I	199809
RB	5	SF	1		RICHARDS BAY	FA	1398	337000K	B		H		100	U	WGE	WGE	S28453662	-28.760172	E032043831	32.077308		W022508 0106	00030					U	FARB	I	200208
RB	5	SW	1		OREBRO	ES	0152	375000K	B		HH		U	30	WGE	WGE	N59080230	59.133972	E015001080	15.003000		E003002 0106	U					U	ESOE	I	200301
RBA	4	US	1	20	ROBINSON	KZ	0360	108200M	L	019X	L		U	U	WGE	WGE	N39510300	39.850833	W095252300	-95.423056	E00400797	E003305 0106	01126					U		I	200205
RBC	4	BR	1		BRANCO	SB	1071	114200M	B	089X	HA		U	200	WGE	WGE	S09521860	-9.871833	W067534320	-67.895333		W007348 0106	00633					U	SBRB	I	200204
RBC	5	BR	1		BRANCO	SB	1071	355000K	B		H		U	50	WGE	WGE	S09514720	-9.863111	W067534960	-67.897111		W007348 0106	00633					U	SBRB	I	200504
RBD	5	US	1	48	REDBIRD	KZ	0407	287000K	T		H		50	U	WGE	WGE	N32403697	32.676936	W096521584	-96.871067		E004426 0106	00670					U	RBD	O	200610
RBE	4	JA	1		REBUN	RJ	0281	116200M	B	109X	HA		100	100	WGE	WGE	N45270400	45.451111	E141022027	141.038964	W01001104	W010017 0106	00217					U		I	200413
RBE	5	US	1	31	ROCK CO	KZ	0307	341000K	T		MH		25	U	WGE	WGE	N42342490	42.573583	W099344012	-99.577811		E006276 0106	02345					U	RBE	I	200204
RBG	4	SA	1		RABIGH	OE	0566	116800M	B	115X	HA		U	U	WGE	WGE	N22473100	22.791944	E039055000	39.097222	E00200798	E002512 0106	00058					U	OERB	I	200502
RBG	4	US	1	41	ROSEBURG	KZ	0304	108200M	B	019X	L		U	U	WGE	WGE	N43105672	43.182422	W123210805	-123.352237	E02000165	E016262 0106	01320					U	RBG	I	200204
RBJ	5	NP	1		RAJBIRAJ	VN	0553	306000K	B		MH		U	U	WGE	WGE	N26311200	26.520000	E086441700	86.738056		W000057 0106	00100					U	VNRB	I	200205
RBJ	5	US	1	04	ROBLES	KZ	0405	220000K	T		MH		10	25	WGE	WGE	N32042655	32.074042	W111213711	-111.360308		E011048 0106	02607					U		I	199809
RBL	2	US	1	06	RED BLUFF	KZ	0304	115700M	B	104X	HA		U	U	WGE	WGE	N40055607	40.098908	W122141089	-122.236358	E01800165	E015193 0506	00322					U	KRBL	I	200606
RBN	5	GT	1		RABINAL	MG	0710	313000K	B		H		U	U	WGE	WGE	N15004109	15.011414	W090280931	-90.469253		E002311 0106	04925					U		O	200508
RBO	4	SP	1		ROBLEDILLO	LE	0319	113950M	B	086Y	HA		U	U	WGE	WGE	N40511394	40.853872	W003144787	-3.246631		W002092 0106	03119	N40511428	40.853967	W003144741	-3.246503	03119		I	200606
RBQ	5	BL	1		RURRENABAQUE	SL	1136	330000K	B		H		U	U	PRP	WGE	S14301562	-14.504340	W067273564	-67.459901		W006512 0106	U					U	SLRQ	I	200506
RBS	4	US	1	17	ROBERTS	KZ	0308	116800M	B	115X	L		U	U	WGE	WGE	N40345413	40.581703	W088095136	-88.164267	E00200188	W002238 0106	00780					U	C34	I	200204
RBT	1	BL	1		RIBERALTA	SL	1071	113700M	L		L		U	U	PRP	WGE	S11011462	-11.020728	W066060534	-66.101483		W008462 0106	U					U	SLRI	I	200506
RBT	4	FR	1		RAMBOUILLET	LF	0230	114700M	B	094X	HA	060/50	50	50	WGE	WGE	N48391420	48.653944	E001593920	1.994222	W00200798	W001106 0106	00577					U		I	200606
RBT	4	MO	1		RABAT	GM	0420	116500M	B	112X	HA		U	U	WGE	WGE	N34030000	34.050000	W006444700	-6.746389	W00600798	W003003 0106	00325					U	GMME	I	200205
RBU	5	NO	1		RAMBU	EN	0104	352000K	R		H		U	U	WGE	WGE	N62302187	62.506075	E011332480	11.556889		E001350 0106	02025					U	ENRO	I	200406
RBV	2	US	1	34	ROBBINSVILLE	KZ	0310	113800M	B	085X	HA		U	U	WGE	WGE	N40120860	40.202389	W074294205	-74.495013	W01000288	W012437 0106	00250					U	KNEL	I	200204
RBV	4	SF	1		RICHARDS BAY	FA	1398	113000M	B	077X	HA		50	50	WGE	WGE	S28442646	-28.740683	E032053675	32.093542		W022496 0106	00093					U	FARB	I	200204
RBW	5	US	1	45	WALTERBORO	KZ	0409	221000K	T		MH		25	U	WGE	WGE	N32553296	32.925822	W080382463	-80.640175		W006397 0106	00098					U	RBW	I	200204
RBX	4	US	1	37	WRIGHT BROTHERS	KZ	0410	111600M	L	053X	T		U	U	WGE	WGE	N35551380	35.920500	W075414893	-75.696925	W00800180	W010447 0106	00010	N35551388	35.920522	W075414966	-75.697128	00010	KMQI	I	200204
RC	5	EN	1		PARNU	EE	0153	425000K	L		H		U	80	WGE	WGE	N58292690	58.490806	E024341760	24.571556		E006336 0106	U					U	EEPU	I	200208
RC	5	IN	1		RANCHI	VE	0558	285000K	B		H		300	U	WGE	WGE	N23190118	23.316994	E085191848	85.321800		W000260 0106	U					U	VERC	I	200205
RC	5	KZ	1		MAKHTALY	UA	0328	193000K	B		H		U	U	U	WGE	N40590000	40.983333	E068140000	68.233333		E004498 0106	U					U		I	200203
RC	5	WA	1		RUACANA	FY	1179	345000K	B		H		250	U	SCK	WGE	S17250497	-17.418048	E014222300	14.373056		W010027 0106	03765					U	FYRC	I	200205
RC	5	ZI	1		KWEKWE	FV	1176	385000K	B		HH		U	U	ARF	WGE	S18560686	-18.935240	E029481676	29.804656		W009154 0106	U					U		I	200205
RCA	3	US	1	46	ELLSWORTH	KZ	0267		B	025X	L		U	U	WGE	WGE	N44082038	44.138994	W103060633	-103.101758	E01100188	E008545 0106	03200					U	KRCA	I	200313
RCA	4	IT	1		REGGIO CALABRIA	LI	0344	111000M	B	047X	L	025/25	U	U	WGE	WGE	N38043304	38.075844	E015384378	15.645494	E00100798	E002098 0106	00055					U	LICR	I	200204
RCA	5	IT	1		REGGIO CALABRIA	LI	0344	325000K	L		MH		40	50	WGE	WGE	N38004652	38.012922	E015390097	15.650269		E002096 0106	U					U	LICR	I	200205
RCH	4	IT	1		RONCHI	LI	0252	114200M	L	089X	HA	040/25	U	U	WGE	WGE	N45494734	45.829817	E013284902	13.480283		E002040 0106	00061					U	LIPQ	I	200506
RCH	5	UK	1		ROCHESTER	EG	0230	369000K	T		MH		U	U	WGE	WGE	N51211380	51.353833	E000301320	0.503667		W002016 0106	U					U	EGTO	I	200305
RCL	5	BR	1		RIO CLARO	SB	1262	280000K	L		H		100	50	WGE	WGE	S22254860	-22.430167	W047334500	-47.562500		W019374 0106	U					U	SDRK	O	200507
RCX	5	US	1	55	RUSK COUNTY	KZ	0265	356000K	T		MH		U	U	WGE	WGE	N45300660	45.501833	W091000400	-91.001111		W000526 0106	01241					U	RCX	I	200204
RCZ	5	US	1	37	ROSCOE	KZ	0410	375000K	L		MH		25	U	WGE	WGE	N34510956	34.852656	W079413720	-79.693667		W007461 0106	00350					U		O	200604
RD	5	NZ	1		MIRANDA	NZ	1474	314000K	B		MH		25	50	WGE	WGE	S37113772	-37.193811	E175175508	175.298633		E019377 0106	U					U		I	199809
RD	5	RS	1		BAZARNYE MATAKI	UW	0165	445000K	B		HH		U	80	U	WGE	N54530000	54.883333	E049550000	49.916667		E011446 0106	U					U		I	199813
RD	5	RS	2		MURMANSK	UL	0051	635000K	T		H		U	80	U	WGE	N68443600	68.743333	E032490600	32.818333		E013451 0106	U					U	ULMM	I	200606
RD	5	RS	3		YENISEYSK	UN	0159	253000K	T		HH		U	80	U	WGE	N58280000	58.466667	E092070600	92.118334		E005509 0106	U					U		I	200403
RD	5	SF	1		RAND	FA	1300	307500K	B		H		50	U	WGE	WGE	S26185081	-26.314114	E028052344	28.089844		W017597 0106	05268					U	FAGM	I	200208
RD	5	UP	1		RIVNE	UK	0233	330000K	T		MH		U	U	PUK	WGE	N50365894	50.616372	E026075344	26.131510		E005211 0306	U					U	UKLR	I	200605
RD	5	US	1	41	BODEY	KZ	0269	411000K	L		H		400	U	WGE	WGE	N44182874	44.307983	W121010820	-121.018944		E016211 0106	03009					U	KRDM	I	200204
RD	5	US	2	06	LASSN	KZ	0304	367000K	T		MH		U	U	WGE	WGE	N40233394	40.392761	W122174098	-122.294717		E015271 0106	U					U	KRDD	I	200204
RD	5	US	3	37	GREON	KZ	0410	382000K	T		MH		U	U	WGE	WGE	N35474872	35.796867	W078525781	-78.882725		W008342 0106	U					U	IGX	I	200204
RD	5	US	4	42	SHAPP	KZ	0310	356000K	T		MH		U	U	WGE	WGE	N40182337	40.306492	W075565844	-75.949567		W011502 0106	U					U	KRDG	I	200204
RD	9	FP	1		RANGIROA	NT	1123		B	100X	HA		U	200	WGE	WGE	S14570150	-14.950417	W147402490	-147.673583		E012024 0106	00040					U	NTTG	I	200213
RDD	4	US	1	06	REDDING	KR	0304	108400M	L	021X	T		25	25	WGE	WGE	N40301642	40.504561	W122173012	-122.291700	E01800180	E015286 0106	00490					U	KRDD	I	200603
RDE	4	BR	1		REDE	SB	1262	116700M	B	114X	HA		U	200	WGE	WGE	S23532760	-23.891000	W046314140	-46.528167	W01800798	W019533 0306	02215					U		I	200605
RDG	2	GM	1		RODING	ED	0231	114700M	B	094X	HA	060/50	U	60	WGE	WGE	N49022497	49.040269	E012313557	12.526547	E00000798	E001534 0106	02172					U	EDMS	I	200210
RDK	5	US	1	19	RED OAK	KZ	0307	230000K	L		MH		U	U	WGE	WGE	N41005799	41.016108	W095151196	-95.253322		E003185 0106	01040					U	RDK	I	200604
RDL	5	UK	1		REDHILL	EG	0230	343000K	L		MH		U	10	WGE	WGE	N51125380	51.214944	W000082130	-0.139250		W002100 0806	U					U	EGKR	I	200609
RDR	3	US	1	38	RED RIVER	KZ	0266		B	111X	HA		U	U	WGE	WGE	N47572580	47.957167	W097242100	-97.405833	E00600188	E004356 0106	00951					U	KRDR	I	200309
RDS	4	GR	1		RODOS	LG	0342	115800M	B	105X	HA	200/50	U	U	WGE	WGE	N36202800	36.341111	E028045700	28.082500	E00100798	E003386 0306	01553					U	LGRP	I	200604
RDU	2	US	1	37	RALEIGH-DURHAM	KZ	0410	117200M	B	119X	HA		U	U	WGE	WGE	N35522108	35.872522	W078470003	-78.783342	W00400165	W008395 0106	00429					U	KRDU	I	200204
RDW	5	SF	1		RAND	FA	1300	287500K	B		MH		30	U	WGE	WGE	S26160274	-26.267428	E028094581	28.162725		W017572 0106	05308					U	FAGM	I	200208
RDY	3	US	1	08	SARDY	KZ	0361		B	090X	L		U	U	WGE	WGE	N39124775	39.213264	W106512924	-106.858122	E01300175	E010279 0106	08000					U		I	200413
RE	5	FP	1		REAO	NT	1206	327500K	T		H		U	100	WGE	WGE	S18280000	-18.466667	W136260000	-136.433333		E012598 0106	00015					U	NTGE	I	200205
RE	5	IC	1		REYKJANESSKOLI	BI	0087	316000K	B		MH		U	25	WGE	WGE	N65553500	65.926389	W022255400	-22.431667		W018235 0106	U					U	BIRS	I	200404
RE	5	KS	1		PYEONGTAEK	RK	0380	381000K	B		H		50	50	WGE	WGE	N36574127	36.961464	E127014668	127.029633		W007375 0106	00038					U	RKSG	I	200313
RE	5	TH	1		ROI ET	VT	0617	319000K	B		H		U	U	WGE	WGE	N16063846	16.110683	E103464160	103.778222		W000400 0106	U					U	VTUV	I	200204
REA	5	BL	1		RIBERALTA	SL	1071	370000K	L		H		250	80	PRP	WGE	S11005562	-11.015450	W066061334	-66.103705		W008462 0106	U					U	SLRI	I	200506
REC	4	BR	1		RECIFE	SB	1066	116900M	B	116X	HA		U	200	WGE	WGE	S08081171	-8.136586	W034553827	-34.927297	W02200798	W022223 0806	00033					U	SBRF	I	200610
REC	4	US	1	42	REVLOC	KZ	0309	110600M	L	043X	L		U	U	WGE	WGE	N40324725	40.546458	W078444928	-78.747022	W00900288	W009578 0106	02340					U	9G8	I	200204
REK	5	NO	1		REKSTEN	EN	0105	379000K	B		H		U	50	WGE	WGE	N61334643	61.562897	E004505754	4.849317		W001381 0106	00010					U	ENFL	I	200204
REM	2	FR	2		REIMS	LF	0230	112300M	B	070X	HA	060/50	50	50	WGE	WGE	N49184190	49.311639	E004024330	4.045361	W00200798	W000345 0106	00335	N49183506	49.309739	E004022821	4.041169	U	LFSR	I	200610
REN	4	FR	1		RENNES	LF	0230	109250M	B	029Y	HA	040/25	25	25	WGE	WGE	N48040930	48.069250	W001443000	-1.741667	W00400798	W002225 0106	00126					U	LFRN	I	200606
REN	5	AS	1		RENMARK	YM	1458	200000K	B		MH		U	35	WGE	WGE	S34113200	-34.192222	E140403300	140.675833		E008513 0106	00115					U	YREN	I	200210
REN	5	US	1	05	WARREN	KZ	0408	226000K	T		MH		25	25	WGE	WGE	N33324940	33.547056	W092054550	-92.095972		E001337 0106	00180					U	3M9	I	200609
REO	2	US	1	41	ROME	KZ	0304	112500M	B	072X	HA		U	U	WGE	WGE	N42352598	42.590550	W117520535	-117.868153	E01900165	E015078 0106	04050					U	REO	I	200204
RES	4	SP	1		REUS	LE	0319	114200M	B	089X	HA		200	40	WGE	WGE	N41085890	41.149694	E001101604	1.171122	W00200798	W000513 0106	00272					U	LERS	I	200204
REU	5	GT	1		RETALHULEU	MG	0710	340000K	L		H		U	U	WGE	WGE	N14311800	14.521667	W091414800	-91.696667		E003117 0106	00656					U	MGRT	I	200204
REX	4	MX	1		REYNOSA	MM	0522	112400M	B	071X	HA		200	U	WGE	WGE	N26003827	26.010631	W098135473	-98.231869	E00800798	E005303 0106	00139					U	MMRX	I	200503
REY	5	BL	1		REYES	SL	1136	290000K	L		MH		U	U	PRP	WGE	S14193662	-14.326840	W067233663	-67.393507		W006573 0106	U					U		I	200506
RF	5	IC	1		RIF	BI	0087	330000K	T		MH		U	25	WGE	WGE	N64544600	64.912778	W023491200	-23.820000		W018383 0106	U					U	BIRF	I	200204
RF	5	RS	1		LADOZHSKAYA	UR	0249	324000K	T		HH		U	80	U	WGE	N45170000	45.283333	E039550000	39.916667		E006229 0106	U					U		I	200312
RF	5	RS	2		MAGNITOGORSK	US	0164	480000K	T		H		U	80	U	WGE	N53204200	53.345000	E058440000	58.733333		E011350 0106	U					U	USCM	I	200610
RF	5	US	1	17	GILMY	KZ	0308	275000K	T		MH		U	U	WGE	WGE	N42065210	42.114472	W089055510	-89.098639		W001539 0106	U					U	KRFD	I	200204
RFD	4	US	1	17	ROCKFORD	KZ	0308	110800M	L	045X	L		U	U	WGE	WGE	N42133210	42.225583	W089115740	-89.199278	E00100188	W001499 0106	00860					U	KRFD	I	200206
RFE	5	US	1	37	RUTHERFORD	KZ	0409	344000K	T		MH		25	U	WGE	WGE	N35205647	35.349019	W081571046	-81.952906		W006141 0106	00925					U	FQD	O	200305
RFH	5	GZ	1		GAZA	LV	0447	380000K	B		H		U	150	EUR	WGE	N31173216	31.292266	E034170479	34.284664		E003356 0106	U					U	LVGZ	I	200411
RG	4	CW	1		RAROTONGA	NZ	1243	113500M	B	082X	HA		U	U	WGE	WGE	S21120590	-21.201639	W159485172	-159.814367	E01300798	E013418 0806	00040					U	NCRG	I	200610
RG	4	RS	1		UFA	UW	0165	112300M	B	070X	HA		U	U	U	WGE	N54322400	54.540000	E055531200	55.886667	E01001203	E012115 0106	00469					U	UWUU	I	200610
RG	5	BR	1		CANAL	SB	1433	290000K	L		H		500	100	WGE	WGE	S32085760	-32.149333	W052061320	-52.103667		W013302 0106	U					U	SBRG	I	200204
RG	5	BY	1		RWEGURA	HT	0933	305000K	L		MH		25	25	WGE	WGE	S02545944	-2.916511	E029310725	29.518681		W000052 0106	U					U		I	200005
RG	5	CH	1		CHANGDU	ZP	0436	247000K	B		MH		U	U	WGE	WGE	N31090600	31.151667	E097103600	97.176667		W000398 0306	03215					U		I	200605
RG	5	CW	1		RAROTONGA	NZ	1243	352000K	B		H		U	250	WGE	WGE	S21123000	-21.208333	W159491800	-159.821667		E013409 0106	00021					U	NCRG	I	200205
RG	5	ID	1		RUTENG	WA	1101	210000K	B		H		50	60	WGE	WGE	S08361719	-8.604775	E120281038	120.469550		E001580 0806	03510					U	WATG	I	200610
RG	5	KZ	1		KARAGANDA	UA	0238	299000K	B		H		U	U	WGE	WGE	N49384008	49.644467	E073160774	73.268817		E008158 0106	01765					U	UAKK	I	200309
RG	5	RS	1		UFA	UW	0165	212000K	T		H		U	80	U	WGE	N54360000	54.600000	E055504200	55.845000		E012137 0106	U					U	UWUU	I	200610
RG	5	RS	2		YAROSLAVL	UU	0154	315000K	T		H		U	80	U	WGE	N57345400	57.581667	E040141800	40.238333		E011107 0106	U					U	UWUU	I	200610
RG	5	SF	1		RUSTENBURG	FA	1300	452500K	B		H		100	U	WGE	WGE	S25390000	-25.650000	E027170000	27.283333		W016534 0106	03700					U	FARG	I	200208
RG	5	UP	1		KRYVYI RIH	UK	0233	340000K	T		MH		U	U	PUK	WGE	N48052318	48.089773	E033125300	33.214723		E006126 0306	U					U		I	200605
RG	5	US	1	40	GALLY	KZ	0407	350000K	T		HH		U	U	WGE	WGE	N35174223	35.295064	W097351924	-97.588678		E005075 0106	01198					U		I	199809
RG	5	UZ	1		URGENCH	UT	0327	983000K	B		H		U	U	U	WGE	N41371200	41.620000	E060360600	60.601667		E005349 0106	U					U	UTNU	I	200204
RG	5	VM	1		RACHGIA	VV	0739	335000K	B		H		100	43	WGE	WGE	N09565900	9.949722	E105080100	105.133611		W000105 0106	U					U		I	200208
RGB	4	SA	1		RAGHBA	OE	0565	115500M	B	102X	HA		U	U	WGE	WGE	N23553640	23.926778	E044354740	44.596500	E00200798	E002328 0106	03370					U		I	200102
RGK	5	US	1	27	RED WING	KZ	0265	394000K	T		MH		25	U	WGE	WGE	N44351988	44.588856	W092293168	-92.492133		E000380 0106	00782					U		I	199809
RGN	5	AG	1		REGGAN	DA	0539	310000K	B		H		U	80	WGE	WGE	N26410200	26.683889	E000165700	0.282500		W001143 0106	U					U	DAAN	I	200304
RH	5	IC	1		REYKHOLT	BI	0087	325000K	B		MH		U	25	WGE	WGE	N64395100	64.664167	W021171100	-21.286389		W017021 0106	U					U		I	200109
RH	5	RW	1		RUHENGERI	HR	0933	391000K	L		H		U	50	ARF	WGE	S01300880	-1.502444	E029380250	29.634028		E000141 0106	06161					U		O	200205
RH	5	US	1	55	ARSHA	KZ	0265	272000K	T		H		U	U	WGE	WGE	N45374115	45.628097	W089370792	-89.618867		W002109 0106	U					U	KRHI	I	200313
RHC	4	CO	1		RIOHACHA	SK	0770	117100M	B	118X	HA		U	100	WGE	WGE	N11313900	11.527500	W072550300	-72.917500		W007343 0106	00013					U	SKRH	I	200409
RHI	2	US	1	55	RHINELANDER	KZ	0265	109200M	L	029X	L		U	U	WGE	WGE	N45380159	45.633775	W089272805	-89.457792	E00200188	W002200 0106	01590					U	KRHI	I	200313
RHZ	5	US	1	12	ZEPHYRHILLS	KZ	0466	253000K	T		MH		25	U	WGE	WGE	N28133751	28.227086	W082092540	-82.157056		W004398 0106	00080					U	ZPH	I	200602
