ARPT_IDENT	TYPE	RMK_SEQ	ICAO	REMARKS	CYCLE_DATE
US46895	WEIGHT BEARING	1	KZ	(S30) Rwy 18-36. (S16) Rwy 9-27.	200204
US46898	CAUTION	1	KLTS	Hvy/jumbo jet trng sfc to 9000' within 25 NM rad. Nstd twy widths: Twy C, S of Twy G to Twy D 50'. Rwy 17L-35R nstd assault strip mrk fr thld to aprx 3500' ea end. Exer extreme caution for acft (1429') taxiing 350' E of dep end Rwy 174. Acf	200604
US46898	CAUTION	2	KLTS	t other than KC-135, C-5 and C-17 rqr coord with AM OPS prior using Twy L and M.NVD trng 0230-0630Z++ Tue-Sat, tran acft will ctc AMOPS (372.2) or Cmd Post (Geronimo 349.4) 30 min prior to arr.	200604
US46898	FLUID	1	KLTS	W SP PRESAIR LHOX LOX	200005
US46898	FUEL	1	KLTS	J8	199911
US46898	JASU	1	KLTS	(A/M32A-86) (AM32A-95) (MXU-4A-A)	200506
US46898	MISC	1	KLTS	Twr vis obst of Rwy 35L apch end and Twy C, S of Twy E-1 int.	200408
US46898	OIL	1	KLTS	O-133-148-156 SOAP (24 hr PN)	200005
US46898	OPR HOURS	1	KLTS	Opr 1430-0830Z++ wkd, clsd wkend and hol. Airfield Management (AM) OPS opr 1245-0830Z++ wkd, clsd wkend and hol. See FLIP AP/1 Supplementary Arpt Rmk.	200506
US46898	RSTD	1	KLTS	PPR 48 hr PN rqr. Ctc Afld Mgt (AM), OPS DSN 866-6200/6415, C580-481-6200/6415. PPR valid +/- 30 min prior/after ETA. Early/late arr/dep must be re-coord with AM OPS. Tran aircrews must ctc AM OPS for pat work req. Ltd to one apch Mon-Fri.	200509
US46898	RSTD	2	KLTS	Tran C-130 and larger acft PPR for apch trng. Altus acft take priority over tranacft. Rwy 174-354 for assault strip trng only. PPR. Due to unsked afld closings, aircrews utilizing Altus AFB as an altn must advs their dep AM OPS or lcl FSS	200509
US46898	RSTD	3	KLTS	to incl KLTSYXYX as an addressee on the orig DD 175 Flight Plan and on any chg, delay, dep and cnl msg. All inbd PAX/cargo acft ctc Comd Post (GERONIMO 349.4) not later than  30 min prior ldg. All acft with haz cargo (incl MJU7 and MJU10 fl	200509
US46898	RSTD	4	KLTS	ares) notify AM OPS (PTD 372.2) and Comd Post not later than 30 min prior ldg. Min COMSEC aids and overngt stor avbl for tran aircrews only.	200509
US46898	TFC PAT	1	KLTS	E, overhead 3400', rectangular 2900', copter 1900'. W, (ftr acft only) overhead Rwy 17R 3400'.	200407
US46898	TRAN ALERT	1	KLTS	Svc avbl 1500-0001Z++ Mon-Fri; clsd Sat, Sun and hol. Tran maint and parts support extremely ltd; No maint avlb for mag chip indicator inspection on F16 acft with GE F110 engines.	200608
US47030	CAUTION	1	KMBS	Bird haz.	200302
US47030	CSTMS/AG/IMG	1	KMBS	1300-2100Z++, fone prior 2200Z++ preceding wkd C989-695-2871.	200512
US47030	FUEL	1	KMBS	(NC-100LL, A)	199907
US47030	LGT	1	KMBS	When twr clsd HIRL Rwy 05-23 and 14-32 preset med ints. ACTIVATE-MALSR Rwy 05-23-CTAF.	200412
US47030	MISC	1	KMBS	All rwy grooved. Class D Airspace eff 1100-0500Z++, OT Class E. Ldg fee, waived with fuel purchase. LAWRS.	200412
US47030	OPR HOURS	1	KMBS	Opr 1000-0600Z++, OT fone C989-695-2554.	200208
US47117	CAUTION	1	KZ	Hvy crop duster act. Ultralight tfc.	199911
US47117	FUEL	1	KZ	Self-svc avbl 24 hr with maj credit card. - (NC-100LL, A)	200207
US47117	LGT	1	KZ	ACTIVATE-HIRL Rwy 12-30 after 0800Z++-CTAF.	200207
US47117	LGT VFR	1	KZ	BL1, 5, 50	200208
US47117	OPR HOURS	1	KZ	Attended 1600-0100Z++ Mon-Fri.	199907
US47117	WEIGHT BEARING	1	KZ	(S25, T30) Rwy 17-35. (S22) Rwy 12-30.	200503
US47129	CAUTION	1	KPIR	Deer haz. Bird haz within 25 NM. No line of sight btn ends of Rwy 07-25. NORDO vcnty arpt.	200212
US47129	FUEL	1	KPIR	(NC-100LL, A)	199907
US47129	LGT	1	KPIR	ACTIVATE-HIRL Rwy 07-25 and 13-31, MALSR Rwy 31, REIL Rwy 07-25 and 13, PAPI Rwy07-25 and 13-31-CTAF.	200501
US47129	MISC	1	KPIR	Rwy 07-25 grooved.	199907
US47129	OPR HOURS	1	KPIR	Attended 1030-0800Z++ Mon-Fri, 1300-0100Z++ Sat-Sun, OT call C605-224-9000/8621.	200507
US47129	RSTD	1	KPIR	48 hr PPR for unsked acft with more than 30 PAX call arpt mgr C605-773-7447. TwyC 50' wide and rstd to acft max wt 75,000 lb.	200309
US47172	A-GEAR	1	KSPI	Rwy 04-22 BAK-12B(B)/14 avbl O/R fr twr dur mil opr.	200113
US47172	ANG	1	KSPI	OFFL BUS ONLY. 24 hr PPR. Crash fac, tran alert svc avbl 1400-2230Z++ Mon-Thu exc hol. Exp 2 to 4 hr svc delay. NS ABTMT pro req. No multi apch for trans jet acft. Inbd acft ctc ANG OPS within 50 NM with ETA, svcg/transportation req, DSN 89	200506
US47172	ANG	2	KSPI	2-8202.	200506
US47172	CAUTION	1	KSPI	A 10' lgtd barricade separates air carrier and the S general avn ramp.	200604
US47172	FLUID	1	KSPI	SP PRESAIR LPOX LOX	199909
US47172	FUEL	1	KSPI	J8(Mil), A+ (1st Class Air, Inc., avbl 1100-0600Z++., C217-523-5080, After hr $50 hr, 1 hr PN C217-528-3026.) (NC-100LL, A)	200608
US47172	JASU	1	KSPI	3(C-26BM) 5(M32A-60)	200002
US47172	LGT	1	KSPI	When twr clsd ACTIVATE-MIRL Rwy 13-31, HIRL Rwy 04-22, MALSR Rwy 04-22, 31 and REIL Rwy 13-CTAF. VASI Rwy 04-22, 31 and PAPI Rwy 13 opr H24.	200304
US47172	MISC	1	KSPI	Rwy 04-22 and 13-31 grooved. LLWAS. Class C Airspace eff 1200-0400Z++, OT Class E.	200606
US47172	OIL	1	KSPI	O-128-133-148(Mil)	200002
US47172	OPR HOURS	1	KSPI	See FLIP  AP/1 Supplementary Arpt Rmk.	200610
US47172	RSTD	1	KSPI	Rwy 18-36 clsd 0400-1200Z++.  Twy Y not avbl for air carrier opr with more than 30 PAX seats.  General avn access to and prk on air carrier ramp proh.	200606
US47205	FUEL	1	KZ	Self-svc avbl H24. (NC-100LL)	200602
US47205	LGT	1	KZ	ACTIVATE-MIRL and REIL Rwy 08-26 and PAPI Rwy 08-CTAF.	200606
US47205	LGT VFR	1	KZ	BL1, 6, 9, 50	200606
US47205	OPR HOURS	1	KZ	Attended 1600-0100Z++.	199907
US47205	WEIGHT BEARING	1	KZ	(S12.5).	200602
US47220	CAUTION	1	KRHI	Birds and coyote haz.	200512
US47220	FUEL	1	KRHI	(NC-100LL, A)	199907
US47220	LGT	1	KRHI	HIRL Rwy 09-27 preset on lo ints; to increase ints and ACTIVATE-MIRL Rwy 15-33, VASI Rwy 09-27 and 15, PAPI Rwy 33, REIL Rwy 15-33 and 27, and MALSR Rwy 09-CTAF.	200009
US47220	MISC	1	KRHI	Class E Airspace eff 1200-0400Z++ Mon-Fri; 1200-0130Z++ Sat; 1600-0400Z++ Sun, OT Class G.	200011
US47220	OPR HOURS	1	KRHI	Attended 1400-2300Z++ Oct-Apr; 1400-0100Z++ May-Sep.	199907
US47220	RSTD	1	KRHI	PPR for unsked acft with more than 9 PAX, C715-365-3416/3419. Acft with more than 30 PAX wo PN not auth in excess of 15 min before or after sked arr/dep and confirm rescue and fire fighting avbl prior ldg or tkof.	200513
US47299	ARNG	1	KZ	Opr 1230-2200Z++ Mon-Tue; 1230-0400Z++ Wed-Fri. Ltd prk. PPR tran svc DSN 724-7550, C262-334-6712.	200405
US47299	CAUTION	1	KZ	Copter trng in progress 1230-0400Z++ blw 5000'. Mil copter use pat to N or W of arpt. Deer haz. 100' crane 400' SW Rwy 13 1700-0500Z++ Mon-Fri.	200406
US47299	FUEL	1	KZ	J8(Mil)-PPR. (NC-100LL, A)	200405
US47299	LGT	1	KZ	MIRL Rwy 06-24 and 13-31 preset on lo ints; to increase ints and ACTIVATE-REIL and VASI Rwy 13-31-CTAF.	200210
US47299	OPR HOURS	1	KZ	Attended 1300Z++-dusk.	199907
US47339	CAUTION	1	KZ	Bump in Rwy 18 at 1000' and 300' fr displ thld. WIP adj Rwy 18-36. PJE.	200410
US47339	FUEL	1	KZ	After hr fone C337-236-6117. (NC-100LL, A)	200410
US47339	LGT	1	KZ	ACTIVATE-MIRL Rwy 18-36 and REIL Rwy 18 preset lo ints; to increase ints-ACTIVATE CTAF. VASI Rwy 18 O/S UFN.	200410
US47339	MISC	1	KZ	Rwy mrk faded. Rwy 05-23 and 18-36 ponding dur wet cond. Rwy 23 has two sets of Nr before and after displ thld.	200505
US47339	OPR HOURS	1	KZ	Attended 1330-2230Z++ Mon-Fri, 1400-2100Z++ Sat-Sun.	200505
US47339	TFC PAT	1	KZ	Rgt tfc Rwy 18, 23.	200505
US47349	FUEL	1	KZ	(NC-100LL, A)	199907
US47349	MISC	1	KZ	Rwy 15 nml pref rwy, call C317-487-9594.	200403
US47349	OPR HOURS	1	KZ	Attended 1200-0200Z++.	200605
US47349	TFC PAT	1	KZ	Alt 1811'.	200403
US47370	CAUTION	1	KZ	PJE act.	200510
US47370	FUEL	1	KZ	(NC-100LL)	200510
US47370	LGT	1	KZ	ACTIVATE-MIRL and REIL Rwy 01-19, MALS Rwy 19 and ODALS Rwy 08-CTAF. VASI Rwy 26and PAPI Rwy 01,08 and 19 opr H24.	200606
US47370	OPR HOURS	1	KZ	Attended 1700-0200Z++. Rwy 08 clsd ngt to Part 135 opns.	200606
US47370	TFC PAT	1	KZ	Rgt tfc Rwy 19 and 25.	200203
US47380	FUEL	1	KZ	(NC-100LL, A)	199907
US47380	OPR HOURS	1	KZ	Attended 1330Z++-dusk.	199907
US47408	A-GEAR	1	KTUS	Rwy 11L BAK-9 apch end engagements  not auth, vert obst prior to ovrn. BAK-12A apch end Rwy 29R avbl only dur ANG duty hr and 15 min PN rqr.	200305
US47408	ANG	1	KTUS	OFFL BUS ONLY. PPR DSN 844-6371, C520-295-6371, fax extn 6374. No tran alert maint avbl. No contract fuel avbl. Tran acft exp str-in full stop only. Jump start acft ctc ANG Comd Post C520-295-6371, 20 min PN.	200609
US47408	CAUTION	1	KTUS	Portions of Twy D not vis fr twr. Twy C clsd btn Twy A5 and A13 to F/W acft.	200513
US47408	FLUID	1	KTUS	PRESAIR LPOX LOX	199908
US47408	FUEL	1	KTUS	J8(Mil);  A (Trajen Flt Support C520-889-0593.) (NC-100LL)	200602
US47408	JASU	1	KTUS	1(C-26) 1(MD-3) 9(M32A-60)	199908
US47408	LGT	1	KTUS	REIL Rwy 29L/R daylt hr only.	200305
US47408	MISC	1	KTUS	Rwy 03-21 and 11L-29R grooved. Flt Notification Svc, ADCUS, avbl. Ldg fee. LLWAS.	200305
US47408	OIL	1	KTUS	O-133-156(Mil)	199908
US47408	RSTD	1	KTUS	Rwy 03-21, 11R-29L GWT ltd. No B747 trng exc PPR; no flt trng 0500-1300Z exc PPR; call Base OPS office C520-573-8128. B747 acft taxi with inboard eng only. Acftdep Rwy 11R rqr to attain at least 400' AGL prior to starting turn. PPR for prk	200608
US47408	RSTD	2	KTUS	Tucson Arpt Auth 1400-2300Z, C520-573-8128. Twy A11 N of Rwy 11L-29R clsd to mil acft. Twy T general avn only 30,000 lb GWT.	200608
US47430	FUEL	1	KZ	For svc after hr fone C843-526-1409 Mon-Fri; C843-423-7325 or C843-464-0401 Sat-Sun.   (NC-100LL, A)	200406
US47430	LGT	1	KZ	Rot Bcn O/S UFN.	200606
US47430	MISC	1	KZ	Extv stu trng.	199907
US47430	OPR HOURS	1	KZ	Attended 1200-2200Z++.	200013
US47513	CAUTION	1	KZ	Ints mil propeller trng dawn-dusk, Mon-Fri.	200110
US47513	FUEL	1	KZ	(NC-100LL, A)	199908
US47513	LGT	1	KZ	ACTIVATE-MIRL Rwy 6-24, 12-30 and PAPI Rwy 12-30-CTAF.	200207
US47513	LGT VFR	1	KZ	BL1, 6, 50	200208
US47513	MISC	1	KZ	Mil trng acft mnt UNICOM and yield to all civ acft. VFR tfc rqr to stay at or blw 1000' AGL on apch to arpt.	200204
US47513	OPR HOURS	1	KZ	Attended 1400-2300Z++ Mon-Fri; 2030-2300Z++ Sat. After hr fone C334-867-2124.	199908
US47513	TFC PAT	1	KZ	Mil trng use rgt tfc all rwy.	200204
US47513	WEIGHT BEARING	1	KZ	(PCN 15 F/B/W/U) Rwy 6-24. (PCN 20 F/B/W/U) Rwy 12-30.	199908
US47518	FUEL	1	KZ	(NC-100LL, A - Self svc avbl H24.)	200602
US47518	LGT	1	KZ	MIRL Rwy 13-31 preset lo ints. To increase ints and ACTIVATE-PAPI and REIL Rwy 13-31-CTAF.	200402
US47518	OPR HOURS	1	KZ	Unattended. For svc call C320-693-8571.	200111
US47538	FUEL	1	KZ	(NC-100LL)	199908
US47538	LGT	1	KZ	VASI Rwy 26 O/S UFN.	200207
US47538	LGT VFR	1	KZ	BL6, 43	200208
US47538	OPR HOURS	1	KZ	Attended 1400-2300Z++ Mon-Fri.	200608
US47538	WEIGHT BEARING	1	KZ	(S16).	199907
US47556	CAUTION	1	KZ	Twy fr Rwy 1-19 to golf crs tiedown 20' wide with no shoulder.	200310
US47556	FUEL	1	KZ	(NC-100LL, A)	200310
US47556	LGT	1	KZ	ACTIVATE-HIRL Rwy 1-19 and 12-30-CTAF. PAPI Rwy 19 and VASI Rwy 12-30 opr H24. Nstd MIRL Rwy 12-30, lgt 25' fr rwy edge.	200606
US47556	LGT VFR	1	KZ	BL1, 5, 43, 50	200603
US47556	MISC	1	KZ	For arpt info Mon-Fri C530-538-2490.	200603
US47556	OPR HOURS	1	KZ	Unattended.	200603
US47556	WEIGHT BEARING	1	KZ	(S60, T80, ST101) Rwy 1-19. (S25) Rwy 12-30.	200310
US47596	CAUTION	1	KZ	Deer haz. Glider haz Apr-Nov.	200503
US47596	FUEL	1	KZ	(NC-100LL, A)	200204
US47596	LGT	1	KZ	ACTIVATE-MIRL and REIL Rwy 7-25, MALSR and VASI Rwy 7 and PAPI Rwy 25-CTAF.	200503
US47596	LGT VFR	1	KZ	BL1, 2, 6, 8, 9, 15, 43, 50	200503
US47596	MISC	1	KZ	Rwy 005 -185  mrk with 18''  yellow cones.	200503
US47596	OPR HOURS	1	KZ	Opr 1200-2400Z++ Mon-Fri; 1200-1800Z++ Sat-Sun.	200602
US47596	RSTD	1	KZ	Arpt clsd Dec-Mar and when snow covered exc ski eqpt acft.	200503
US47596	WEIGHT BEARING	1	KZ	(S30, T45) Rwy 7-25.	200205
US47664	CAUTION	1	KZ	Bird and deer haz. PJE.	200412
US47664	FUEL	1	KZ	(NC-100LL, A)	199907
US47664	LGT	1	KZ	ACTIVATE-MIRL Rwy 09-27, REIL and VASI Rwy 27-CTAF.	200111
US47664	MISC	1	KZ	Rwy 05-23 mrk with 3' yellow cones.	200409
US47664	NS ABTMT	1	KZ	Climb to 1500' AGL before turning over city.	200013
US47664	OPR HOURS	1	KZ	Opr 1300Z++-dusk.	200111
US47669	CAUTION	1	KZ	Glider and ultralight haz.	200204
US47669	FUEL	1	KZ	(NC-100LL, A)	199907
US47669	LGT	1	KZ	ACTIVATE-MIRL Rwy 17-35, 07-25, VASI Rwy 17-35, REIL Rwy 17 and ODALS Rwy 35-CTAF.	200204
US47669	OPR HOURS	1	KZ	Attended 1400-2300Z++ Mon-Sat, OT call C218-879-9720 or C218- 591-6157.	200402
US47669	TFC PAT	1	KZ	Gliders and ultralights rgt tfc.	200204
US47727	FUEL	1	KZ	(NC-100LL, A - OT call C765-332-2969.)	200602
US47727	LGT	1	KZ	MIRL Rwy 09-27 preset lo ints, to increase ints and ACTIVATE-PAPI and REIL Rwy 09-27-CTAF.	200403
US47727	OPR HOURS	1	KZ	Opr 1300-2300Z++.	200605
US47810	CAUTION	1	KZ	Glider haz.	200110
US47810	FUEL	1	KZ	(NC-100LL, A)	199908
US47810	LGT	1	KZ	MIRL Rwy 6-24 and 12-30 preset lo ints, to increase ints and ACTIVATE-MALSR Rwy 24, VASI Rwy 6, PAPI Rwy 12-30 and 24 and REIL Rwy 6 and 12-30-CTAF.	200406
US47810	LGT VFR	1	KZ	BL1, 2, 6, 8, 9, 15, 43, 50	200406
US47810	MISC	1	KZ	Class E airspace eff 1030-0330Z++, OT Class G.	200606
US47810	OPR HOURS	1	KZ	Opr 1300Z++-dusk, OT prior req. After hr fone C563-263-8672; arpt unattended Easter, Thanksgiving, Christmas, and New Years Day.	200205
US47810	WEIGHT BEARING	1	KZ	(S28) Rwy 6-24.	200111
US47917	CAUTION	1	KMIB	Bird haz. Copter VFR opr in eff H24 in designated test area 2300' and blw lctd Nof rwy. Unctl veh tfc on twy.  Hi potential for hydroplaning first/last 3000' of rwy when rwy sfc cond present.	200306
US47917	FLUID	1	KMIB	SP PRESAIR De-Ice-Exp possible delay wkend. LOX LHOX LHNIT	199908
US47917	FUEL	1	KMIB	J8	199913
US47917	JASU	1	KMIB	9(MD-3A) 2(M32A-60A) (MA-1A)	200005
US47917	LGT	1	KMIB	Rot Bcn not vis fr E.	200505
US47917	MISC	1	KMIB	Fr offl Metro obsn pt, only S thru W of horizon is unobstructed. All other quad contain obst, rstd cap to cont view and evaluate wx cond. Work perms, ATC and Metro share significant chg in wx cond, rwy info, eqpt status and obsn PIREP. Rwy	200505
US47917	MISC	2	KMIB	11-29 grooved. Class D Airspace eff 1300-0500Z++ Mon-Thu; 1300-0400Z++ Fri; 1500-2300Z++ Sat and hol; OT Class G.	200505
US47917	NS ABTMT	1	KMIB	ACC quiet hr policy 0430-1200Z++.	200003
US47917	OIL	1	KMIB	O-133-148 JOAP - Rqr 2 hr PN wkend.	199913
US47917	OPR HOURS	1	KMIB	Opr 1300Z++ Mon-0400Z++ Fri; 1500-2300Z++ Sat, Sun and hol. See FLIP AP/1 Supplementary Arpt Rmk.	200602
US47917	RSTD	1	KMIB	PPR ctc Afld Mgr 24 hr PN DSN 453-2347, C701-723-2347. PPR all acft incl DV, hazcargo and AIREVAC regardless of affiliation for notification and coord purposed. All RON tran crews must ctc Comd Post with billeting arng. All VIP acft ctc Co	200602
US47917	RSTD	2	KMIB	md Post no later than 60 NM out. Avoid ovft blw 4200' of afld when clsd, excld publ inst apch or dep pro.	200602
US47917	TFC PAT	1	KMIB	Rectangular 2900', multi-eng jet rgt tfc Rwy 29; overhead 3400', rgt break Rwy 11.	200111
US47917	TRAN ALERT	1	KMIB	Opr 1330-2330Z++ wkd; 1330-2300Z++ Sat; clsd Sun. No fleet svc avbl.	200208
US47938	FUEL	1	KZ	(NC-100LL, A)	200208
US47938	LGT	1	KZ	Rwy 18-36 nstd LIRL, spacing and ints varies, O/S UFN.	200607
US47938	OPR HOURS	1	KZ	Attended 1300-2400Z++.	199907
US47940	CAUTION	1	KZ	PJE haz.	200202
US47940	FUEL	1	KZ	(NC-100LL, A)	199908
US47940	LGT	1	KZ	Preset lo ints. ACTIVATE-MIRL, REIL Rwy 11-29 and VASI Rwy 29-CTAF.	200207
US47940	LGT VFR	1	KZ	BL1, 6, 9, 43	200208
US47940	WEIGHT BEARING	1	KZ	(S28).	200202
US48025	AFRC	1	KBAB	940th Comd Post, DSN 368-1901, C530-634-1901.	200107
US48025	CAUTION	1	KBAB	Beale AFB is lctd on a maj migratory bird flyway. Security fence and lgt lctd less than 200' fr Twy F cntrline. Rwy 300' wide marked at 150'. Full 300' width useable.	200606
US48025	FLUID	1	KBAB	W SP LPOX LOX	200005
US48025	FUEL	1	KBAB	J8	200305
US48025	JASU	1	KBAB	(AM32A-60A) (A/M32A-86) 7(MC-1A) (MC-2A)	199909
US48025	MISC	1	KBAB	Tran acft exp progressive taxi. No COMSEC material avbl. Tran aircrew should plan to arr with appropriate COMSEC to complete entire msn. Rwy 15-33 grooved. Class C Airspace cont.	200307
US48025	OIL	1	KBAB	O-128-133-148	200003
US48025	OPR HOURS	1	KBAB	Opr 1400-0700Z++ Mon-Thu; 1400-0200Z++ Fri; clsd wkend and hol. See FLIP AP/1 Supplementary Arpt Rmk.	200305
US48025	RSTD	1	KBAB	PPR 24 hr PN, ctc Base OPS DSN 368-2002/9120, C530-634-2002/9120. Issued PPR valid 1 hr +/- ETA, early/late arr/dep must re-coord. Ctc Comd Post DSN 368-5700 for acft practice apch apvl. No tran acft practice apch 1400-0200Z++ Mon-Fri, OT t	200608
US48025	RSTD	2	KBAB	ran acft can exp lcl trng to rcv priority. Tran acft with PPR Nr auth single apch to full stop ldg. Ltd prk avbl. Twy M rstd to daytime VFR opr only.	200608
US48025	TFC PAT	1	KBAB	Rectangular pat 1100', overhead pat 2100'. Ftr type acft fly rgt tfc Rwy 15.	199907
US48025	TRAN ALERT	1	KBAB	Svc avbl 1500-0000Z++ Mon-Fri exc Federal hol. Acft that arr after 2300Z++ will not be svc til next duty day. Fleet svc avbl, 24 hr PN rqr.	200304
US48055	CAUTION	1	KZ	Bird haz. Lgtd twr 4 NM SE.	200306
US48055	FUEL	1	KZ	(NC-100LL, A)	199907
US48055	MISC	1	KZ	Class D Airspace eff 1500-0500Z++, OT Class E.	200107
US48055	TFC PAT	1	KZ	3147'	200304
US48065	FUEL	1	KVCT	(NC-100LL, A)	199909
US48065	LGT	1	KVCT	HIRL Rwy 12L-30R preset lo ints dusk-dawn; to increase ints and ACTIVATE MALSR Rwy 12L-CTAF.	200011
US48065	MISC	1	KVCT	Rwy 12L-30R, 17-35 and 1st 2800' Rwy 06 grooved.	200208
US48065	OPR HOURS	1	KVCT	Attended 1200-0200Z++ Mon-Sat; 1400-0200Z++ Sun.	200609
US48065	TFC PAT	1	KVCT	Rgt tfc Rwy 12R and 30R.	199907
US48084	A-GEAR	1	KGSB	BAK-12B(B) always in place. The potential for tail hook skip exists, due conc inlay meeting asphalt pavement at the Rwy 26 underrun/Rwy 08 ovrn BAK 12 barrier.	200607
US48084	CAUTION	1	KGSB	Unctl veh tfc on twy and apn. Bird and deer haz. Peak act usually begins 1 hr prior SR and SS. Waste water treatment pond fac off W end of rwy attracts significant Nr of waterfowl. Trees 3000' E of apch Rwy 26 and 1766' W of apch Rwy 08. Un	200506
US48084	CAUTION	2	KGSB	lgtd obst (trees) E and W apch ends Rwy 08-26 pent 50:1. Afld grass cutting Mar-Nov, exp increased bird act in vcnty of mowers. All acft with wgspan greater than KC135 use caution, fire hydrant 28''-38'' tall 120' S Twy A cntrline. 9' wgtip	200506
US48084	CAUTION	3	KGSB	clnc for C5, 22' wgtip clnc for E4. Unlgtd obst (bldg) 1900' E Rwy 26 thld, 200' S of cntrline.	200506
US48084	FLUID	1	KGSB	SP PRESAIR LPOX; LOX-24 hr PN rqr.	200408
US48084	FUEL	1	KGSB	J8	200204
US48084	JASU	1	KGSB	8(M32A-60A/B) 5(M32A-86) 1(MC-11) 1(MC-1A)	200201
US48084	LGT	1	KGSB	Rwy 08-26 70' gated thld lgt.	200208
US48084	MISC	1	KGSB	Rpt prevailing vis may not represent TD vis due obst fr obsn pt; Obsn pt is obstfr 09  -11   and 25  -01  . ATC will enhance sfc obsn when twr vis and/or sfc vis is less than 4 SM. Rpt vis will be the lo of either twr or sfc vis. ATC will	200607
US48084	MISC	2	KGSB	assist in cooperative wx watch by notifying Wx of previously unreported wx cond.Rwy 08-26 grooved, cntr 150' is concrete, outer 75' ea side asphalt. Hvy acft should exer extreme caution when taxiing on C135 ramp due to min wg tip clnc. All	200607
US48084	MISC	3	KGSB	inbd acft with VIP ctc consolidated Comd Post 60 NM out. Hvy eqpt land long over BAK-12s, if unable ctc Base OPS 30 min prior. No COMSEC material avbl. Tran aircrews should plan to arr with appropriate amount of COMSEC to complete entire m	200607
US48084	MISC	4	KGSB	sn. No COMSEC stor avbl at Base OPS. All tran aircrews shall store top secret material at Wg Comd Post. ACC reduced same rwy separation for ACC acft only.	200607
US48084	OIL	1	KGSB	O-148 SOAP	200204
US48084	OPR HOURS	1	KGSB	Opr 1200-0430Z++. See FLIP AP/1 Supplementary Arpt Rmk.	200306
US48084	RSTD	1	KGSB	ACC quiet hr policy in eff 0330-1100Z++. Tran acft exp full stop ldg dur lcl flying period.  PPR ctc Base OPS 24 hr PN DSN 722-4097, C919-722-4097, fax 4100. PPR all acft incl DV, haz cargo and air evac regardless of affiliation for notific	200510
US48084	RSTD	2	KGSB	ation and coord purposes. Tran acft ctc Base OPS via PTD prior arr to confirm svc rqr. Issued PPR valid 1 hr prior or after ETA, early/late arr/dep must be re-coord. All acft carrying hot cargo rqr ctc Base OPS 24 hr prior arr. Twy H rstd t	200510
US48084	RSTD	3	KGSB	o F-15 or smaller acft. Twy A clsd to C5 E Twy G. Twy F no acft larger than C130. C5, B2 and VC26 acft will experience degraded firefighting capability-coord 1 wk prior to arr for PPR and svc.	200510
US48084	TFC PAT	1	KGSB	Rgt tfc Rwy 08. Rectangular 1300'; overhead 1800'. Lgt acft 1000' with rgt tfc Rwy 26.	200101
US48084	TRAN ALERT	1	KGSB	Avbl 1200-0430Z++ Mon-Fri; 1230-2330Z++ Sat, Sun and hol. Exp 1-2 hr svc/refuel delays wkend, hol, peak periods and ltd maint. Ltd fleet svc avbl for mil acft only.  50 gal max per load for lavatory.	200408
US48092	CAUTION	1	KZ	PJE. Farm eqpt and acft may be prk close to rwy thld. Rwy 173 -353  2'' lip where rwy int Rwy 9-27. P-line S.	200608
US48092	FUEL	1	KZ	(NC-100LL)	199908
US48092	LGT	1	KZ	ACTIVATE-MIRL Rwy 9-27-CTAF. Twy lgt for apn turn off only.	200608
US48092	LGT VFR	1	KZ	BL1, 6	200401
US48092	MISC	1	KZ	Rwy 173  -353  edges mrk with white plastic 5 gal cans; thld mrk with yellow concrete L shapes.	200204
US48092	OPR HOURS	1	KZ	Attended 1400-2300Z++.	199907
US48092	WEIGHT BEARING	1	KZ	(S12) Rwy 9-27.	199907
US48184	CAUTION	1	KZ	Intmt hvy C-130/hi performance opr. Use Advsy svc if avbl. Wild game and bird haz.	200303
US48184	FUEL	1	KZ	PPR C608-388-3721/3713, DSN 280-3721/3713. J8(Mil) (NC-100LL - PPR)	200602
US48184	LGT	1	KZ	MIRL Rwy 01-19, 11-29 preset lo ints, ACTIVATE-hi ints-CTAF. REIL Rwy 11-29 opr only when rwy lgt set hi ints. PVASI Rwy 29 opr cont.	200206
US48184	OPR HOURS	1	KZ	Attended 1330-2230Z++.	199907
US48201	FUEL	1	KZ	(NC-100LL- OT C928-634-5517 OR 300-8331.)	200509
US48201	LGT	1	KZ	ACTIVATE-MIRL and PAPI.  Rwy 14-32 and REIL Rwy 32-CTAF.  PAPI Rwy 14-32 O/S indef.	200601
US48201	LGT VFR	1	KZ	BL1, 6, 9, 50	200601
US48201	MISC	1	KZ	No multi tkof and ldg or touch and go ldg fr 2 hr after SS til dawn.	200601
US48201	OPR HOURS	1	KZ	Attended 1500-2400Z. For attendant call C928-300-9584.	200601
US48201	WEIGHT BEARING	1	KZ	(S4).	199910
US48204	LGT VFR	1	KZ	BL6, 50	200208
US48204	MISC	1	KZ	Hi speed, lo alt mil act in vcnty of Broken Bow Lake.	200110
US48204	OPR HOURS	1	KZ	Unattended.	199907
US48204	WEIGHT BEARING	1	KZ	(S17).	199907
US48214	CAUTION	1	KZ	Potential for wild animals to cross rwy and FOD haz during hi wind cond. Bird act mnt O/R.	200604
US48214	FUEL	1	KZ	J8. Identaplate rqr	200211
US48214	JASU	1	KZ	2(A/M32A-86) 2(A/M32A-60)	199909
US48214	LGT	1	KZ	4 lgt PAPI Rwy 12-30, ACTIVATE - HIRL Rwy 12-30, twy lgt - CTAF (VHF only).	200605
