ARPT_IDENT	ICAO	ALT_NAME	CITY_CROSS_REF	ISL_GROUP	NOTAM	OPR_HRS	CLEAR_STATUS	UTM_GRID	TIME	DAYLIGHT_SAVE	FLIP_PUB	CYCLE_DATE
US67691	KZ							12TUK8573396625		AO		200012
US67704	KFTW					H	LRA	14SPB5329332495	UTC-6(-5DT)	AO	H-6H, L-13C, A-2G	200512
US67740	KZ							15TVJ5572380181		AO		200012
US67744	KZ					O	AOE	18TVQ6310947715	UTC-5(-4DT)	AO	H-11-12, L-26, MONTREAL	200602
US67745	KZ					O		16SGG1199903454	UTC-5(-4DT)	AO	H-9, L-22, CINCINNATI	200404
US67823	KZ							16TEL3251349072				200012
US67835	KZ		Falmouth					19TCG7332712972	UTC-5(-4DT)	AO	H-10J-11D-12K, L-25D	200602
US67838	KBFI		Seattle			H	AOE	10TET5254364300	UTC-8(-7DT)	AO	H-1B, L-1D	200512
US67880	KZ							18TVQ2825407444		AO		200012
US67892	KZ							14TKL6969727869		AO		200012
US67951	KZ							14SMH2078658478		AO		200012
US67962	KZ		Ogallala			O		14TKL6747355717	UTC-7(-6DT)	AO	L-8-11, CHEYENNE	200012
US67998	KZ							13TDN5761351839		AO		200012
US68031	KZ							13SGR6767968034		AO		200012
US68042	KZ					O		16RFV7387513041	UTC-6(-5DT)	AO	L-18F-19A	200012
US68075	KSKF		San Antonio			O	R-AOE	14RNT4064850629	UTC-6(-5DT)	AO	H-7B, L-15D-16F	200602
US68093	KZ					O		15SVT3895831316	UTC-6(-5DT)	AO	H-6I, L-13D-14E	200403
US68118	KZ							16SCD1426424857		AO		200012
US68119	KZ					O		10SFJ6621913513	UTC-8(-7DT)	AO	L-2, SAN FRANCISCO	200210
US68192	KZ							16TCN6943462863		AO		200012
US68221	KZ							18SUE3791417713		AO		200012
US68309	KZ		Portsmouth			O		17SLD3967300695	UTC-5(-4DT)	AO	H-10G, L-22E	200403
US68340	PHIK	HICKAM AFB		Oahu I			AOE	04QFJ1175657800	UTC-10	AO	2E,F	200602
US68413	KZ							15RXR6556541487		AO		200012
US68418	KZ					O	LRA	15SVA0071025812	UTC-6(-5DT)	AO	H-6H, L-14E-21A	200513
US68435	KZ					O		15TVG2853798623	UTC-6(-5DT)	AO	L-11, OMAHA	200012
US68441	KZ					O		17SPV0004946194	UTC-5(-4DT)	AO	H-9-12, L-20-22-27, CHARLOTTE	200602
US68445	KZ	MYERSTOWN						18TUK8708867651		AO		200012
US68458	KZ							15SVE0824820914		AO		200012
US68467	KDSM						AOELRA	15TVF4468698248	UTC-6(-5DT)	AO	H-5D, L-11C	200602
US68500	KZ					O		14RNT9265086426	UTC-6(-5DT)	AO	H-7B, L-15D	200403
US68532	KZ							14RPU7676223578		AO		200012
US68557	KZ		Greybull			O		12TYQ3184433417	UTC-7(-6DT)	AO	H-1E, L-9C	200403
US68564	KZ		Dumas			O		13SGV6972472312	UTC-6(-5DT)	AO	H-6, L-6, ALBUQUERQUE	200403
US68597	KZ					O		16TCP8020947534	UTC-6(-5DT)	AO	H-2J, L-12E	200403
US68619	KEWN		New Bern			O		18SUD1373083044	UTC-5(-4DT)	AO	H-9C, L-20H-27C	200403
US68644	KUCA		Utica					18TVN6878677001	UTC-5(-4DT)	AO	H-11C-12J, L-26E	200602
US68834	KZ					S		12SUF6377697200	UTC-7(-6DT)	AO	H-4, L-5, LAS VEGAS	200403
US68913	KZ							12SUB4946793075				200012
US68949	KSAN					H	AOE	11SMS8222921765	UTC-8(-7DT)	AO	H-4G, L-3C, AACDTD	200512
US68953	KZ		Bowling Green			O		17TKF8010485502	UTC-5(-4DT)	AO	L-23C	200012
US69001	KZ		Angleton/Lake Jackson			O		15RTN6040622527	UTC-6(-5DT)	AO	H-7C, L-16G	200513
US69049	KZ		Bullhead City			H		11SQU2229393224	UTC-7	NN	H-4, L-3-5, PHOENIX	200403
US69091	KZ		Edgewood Arsenal			O		18SUJ8882061026	UTC-5(-4DT)	AO	L-24-28, WASHINGTON	200206
US69094	KZ							14RQA3569403198		AO		200012
US69105	KZ							11UNP5183297217		AO		200012
US69119	KZ							16TGL4520684456		AO		200012
US69148	KZ		Clarksville			O		16SDF6289753008	UTC-6(-5DT)	AO	H-6J-9A, L-21C	200404
US69172	KZ							16RFV0683236267		AO		200012
US69219	KZ							14SLD9219099876		AO		200012
US69237	KZ							15STT6532768932		AO		200012
US69256	KZ					O		17SKT7172821865	UTC-5(-4DT)	AO	L-20E	200012
US69268	KZ		Berlin			O		18SWK0447003166	UTC-5(-4DT)	AO	L-24H-28F	200012
US69269	KMLU							15SWR9039097471	UTC-6(-5DT)	AO	H-6I, L-17C	200403
US69290	KZ					O		15RVP2280626721	UTC-6(-5DT)	AO	L-17, HOUSTON	200204
US69297	KZ							15SYT6989865063		AO		200012
US69321	KZ		Roanoke Rapids			O		18STF5714936104	UTC-5(-4DT)	AO	L-22-27, WASHINGTON	200103
US69339	KSSC		Sumter			O	L-AOE	17SNT4890859257	UTC-5(-4DT)	AO	H-9B-12G, L-20F-27B	200602
US69346	KZ					O		13SFA6430934997	UTC-7(-6DT)	AO	L-6, WICHITA	200012
US69349	KBWG							16SEF5165991093	UTC-6(-5DT)	AO	H-5E-9A, L-21D	200404
US69399	KZ					O		13SCV8541471361	UTC-7(-6DT)	AO	H-4-6, L-4-6, DENVER	200510
US69407	KONT					H	AOE	11SMT4451768528	UTC-8(-7DT)	AO	H-4G, L-3C, A-2F	200512
US69413	KZ		Juneau			O		16TCP6208709589	UTC-6(-5DT)	AO	H-5E, L-12E	200403
US69441	KZ							18SVJ2495113817		AO		200012
US69498	KZ		Terre Haute			O		16SDJ6757877636	UTC-5(-4DT)	NN	L-21-23, ST. LOUIS	200605
US69504	KZ		Olathe			O		15SUC3592099710	UTC-6(-5DT)	AO	H-5C, L-6H, A-2H	200403
US69521	KZ		Bucyrus			O		17TLF3336416384	UTC-5(-4DT)	AO	L-23, DETROIT	200012
US69522	KZ		Greenville			O		14SQB7398362638	UTC-6(-5DT)	AO	H-6H, L-13C, A-2H	200403
US69586	KZ					O		16TFN5824455754	UTC-5(-4DT)	AO	L-12-23, CHICAGO	200204
US69665	KZ							17TNF0257762199		AO		200012
US69699	KROW					O		13SES4370484817	UTC-7(-6DT)	AO	H-6F, L-4H	200403
US69705	KZ							14SPA2454280448		AO		200012
US69724	KZ							14SQC1427686611		AO		200012
US69727	KZ		Kingstree			O		17SPT0590731389	UTC-5(-4DT)	AO	H-9C-12G, L-20G-27B	200602
US69753	KZ		Tomah			O		15TYJ0184872171	UTC-6(-5DT)	AO	L-11, CHICAGO	200112
US69759	KZ					O		15TVF9047171943	UTC-6(-5DT)	AO	L-11, OMAHA	200012
US69765	KZ		Bonifay			O		16RFV3374113348	UTC-6(-5DT)	AO	L-18F-19A	200311
US69779	KZ							15TVF4204444783		AO		200012
US69801	KZ							12SYB6152328354		AO		200012
US69865	KZ							15TXL9959392276		AO		200012
US69907	KZ							14SLA2972088540		AO		200012
US69911	KCGI					O		16SBG7192122965	UTC-6(-5DT)	AO	H-5D, L-21C	200403
US69933	KZ							13SBD7032801422		AO		200012
US70024	KZ							17SPE2421607192		AO		200012
US70025	KZ							11SKA3131802708		AO		200012
US70041	KBAF		Westfield			O	LRA	18TXM8872969820	UTC-5(-4DT)	AO	H-10I-11D-12J, L-25C-28I	200602
US70083	KZ					O		14SND9409084327	UTC-6(-5DT)	AO	H-6H, L-13C	200403
US70122	KZ							14SMG6456595794		AO		200012
US70125	KZ							14SMJ2838459148		AO		200012
US70132	KZ							11SKV7107496796		AO		200012
US70161	KZ		Waynesburg			O		17SNE7410517026	UTC-5(-4DT)	AO	L-23-24, CINCINNATI	200012
US70195	KZ		Mountain Home			O		15SWA4749725001	UTC-6(-5DT)	AO	H-6H, L-14E-21A	200403
US70215	KZ					S		11SMU7095904028	UTC-8(-7DT)	AO	L-3, LOS ANGELES	200513
US70235	KZ							16TCN5175858331		AO		200012
US70254	KZ					O		13TCG1724830532	UTC-7(-6DT)	AO	H-3E, L-8F	200403
US70312	KZ		LaGrange			O		16SFB8004653918	UTC-5(-4DT)	AO	H-9A-12F, L-14H-20E	200602
US70329	KZ							14RQU5273145969		AO		200012
US70376	KDET						AOE	17TLG3461697167	UTC-5(-4DT)	AO	H-10G, L-12G-23C, A-1B	200512
US70379	KZ							14RNT0565223320		AO		200012
US70389	KZ							14RLS9429282643		AO		200012
US70405	KZ					O		14SPH5137913681	UTC-6(-5DT)	AO	H-5C, L-6G	200403
US70418	KZ					O		10TDQ9528542718	UTC-8(-7DT)	AO	L-1, SEATTLE	200012
US70464	KZ		Stockbridge			O		16SGC6195614238	UTC-5(-4DT)	AO	L-20, A-1, ATLANTA	200012
US70476	KZ	REAM FLD	San Diego			O		11SMS8904803255	UTC-8(-7DT)	AO	L-3C	200403
US70503	KZ							16SDF2955679916		AO		200012
US70519	KZ							12TUT5913460350		AO		200012
US70529	KZ							14SMF9089568087		AO		200012
US70567	KZ							16SGH2682087186		AO		200012
US70638	KZ							13SCB8061674904		AO		200012
US70652	KZ							18SUH3203690615		AO		200012
US70665	KBRO					O	AOE	14RPP5767366313	UTC-6(-5DT)	AO	H-7C, L-16F	200512
US70692	KDHN					O		16RFV4751866253	UTC-6(-5DT)	AO	H-9A, L-18F-19A	200403
US70695	KZ							11TQM2603456614		AO		200012
US70716	KZ							12SWD4321406305				200012
US70851	KZ					O		19TCJ8089413409	UTC-5(-4DT)	AO	L-25-26, NEW YORK	200205
US70856	KZ					O		15RUP3629428623	UTC-6(-5DT)	AO	L-17, HOUSTON	200513
US70882	KZ		Nashua			O		19TBH9429539646	UTC-5(-4DT)	AO	H-11D-12K, L-25D-26F-28I	200602
US70886	KZ							17SPB4754526324		AO		200012
US70916	KZ							14SPJ5870261359		AO		200012
US70931	KZ							11UMP6961595085		AO		200012
US70933	KZ							17RLN9073639560		AO		200012
US70971	KZ							13RGR7685128481		AO		200012
US71008	KZ							16SBE8365575890		AO		200012
US71037	KZ					O		11SMV2491746427	UTC-8(-7DT)	AO	H-4, L-5, LAS VEGAS	200403
US71044	KMYV		Marysville			O		10SFJ2367328600	UTC-8(-7DT)	AO	H-3B, L-2G	200403
US71062	KZ							15STV6384319252		AO		200012
US71077	KZ							14TPP9296075118		AO		200012
US71119	KWWD		Wildwood			O		18SWJ0794217725	UTC-5(-4DT)	AO	L-24H-28F	200605
US71143	KZ		Franklin			O		17TNF9529781333	UTC-5(-4DT)	AO	H-10H, L-23D-24E	200405
US71160	KZ					O		12RXV0621970481	UTC-7	NN	H-4, L-4, PHOENIX	200603
US71161	KNFL	VAN VOORHIS FLD				O		11SLD5357364387	UTC-8(-7DT)	AO	H-3B, L-5A-7A	200506
US71195	KZ					O		15TUE3737568643	UTC-6(-5DT)	AO	L-11, OMAHA	200012
US71216	KZ					O		17RLP9880902043	UTC-5(-4DT)	AO	H-8H, L-18H-19B	200403
US71225	KZ					O		16TGL5118310479	UTC-5(-4DT)	AO	H-10G, L-23C	200604
US71227	KZ							16TBL7951919316		AO		200012
US71230	KZ	JOE ZERBY	Pottsville			O		18TUL8400407078	UTC-5(-4DT)	AO	L-24G-25A	200012
US71256	KZ							13SFD1507948118		AO		200012
US71273	KZ							17SNS9345818565		AO		200012
US71284	KZ							10TFR8142151065		AO		200012
US71308	KZ		Rogers City			O		17TKL7988032025	UTC-5(-4DT)	AO	L-12F	200012
US71309	KZ							14SMC4554105190		AO		200012
US71354	KZ							15STS8694846812		AO		200012
US71356	KZ							14RNU6151977364		AO		200012
US71360	KZ							14SLE9110723730		AO		200012
US71380	KZ					O		15SYA3875173134	UTC-6(-5DT)	AO	H-6J, L-21B	200412
US71414	KZ		Caldwell			O		18TWL6055325154	UTC-5(-4DT)	AO	L-24H-25B-28G	200012
US71424	KZ							15RWR7987502716		AO		200012
US71425	KZ							14SME3617140644		AO		200012
US71431	KZ					O		17SMU9478371695	UTC-5(-4DT)	AO	H-9B-12G, L-20F	200602
US71436	KZ							14SKF4801043713		AO		200012
US71475	KZ		Richlands			O		17SMB2903202242	UTC-5(-4DT)	AO	L-22, CINCINNATI	200206
US71512	KZ					O		15SUB4422484918	UTC-6(-5DT)	AO	L-6H	200012
US71548	KZ					O		14TNR9764574286	UTC-6(-5DT)	AO	L-10F	200012
US71604	KZ		Frenchville			O	LRA	19TEN5197037121	UTC-5(-4DT)	AO	L-26, HALIFAX	200512
US71616	KMTC		Mt. Clemens			O	L-AOE	17TLH4944218955	UTC-5(-4DT)	AO	H-10G, L-12G-23C, A-1B	200602
US71627	KZ							18TUN9556770875		AO		200012
US71628	KZ							17RML1706607978		AO		200012
US71667	KZ		Omaha			O	LRA	14TQL4215664536	UTC-6(-5DT)	AO	L-11, OMAHA	200512
US71694	KZ					O		14TMT3021793517	UTC-6(-5DT)	AO	L-10E	200202
US71714	KZ					O		12SVJ2531799135	UTC-7(-6DT)	AO	L-5-7-8, LAS VEGAS	200513
US71726	KZ					O		16TGL1514479413	UTC-5(-4DT)	AO	L-23C	200012
US71762	KZ							14SLC8164465961		AO		200012
US71831	KZ		Farmington			O		12SYF4732969747	UTC-7(-6DT)	AO	H-4J, L-5D	200513
US71835	KZ							11SPV8974524339		AO		200012
US71839	KZ		Wadesboro			O		17SNU8419575721	UTC-5(-4DT)	AO	L-20-27, CHARLOTTE	200012
US71858	KZ		Titusville			O		17RNM1606166157	UTC-5(-4DT)	AO	L-19, JACKSONVILLE	200012
US71881	KZ					O		14RMA6181122898	UTC-6(-5DT)	AO	L-15C	200012
US71885	KZ					O		14TKK7801587718	UTC-7(-6DT)	AO	L-11, CHEYENNE	200012
US71929	KZ							16TFR9328258567		AO		200012
US71931	KZ							11TKM8469321542		AO		200012
US71980	KZ							12TWK8065559077		AO		200012
US72020	KZ					O		13TDE2180738117	UTC-7(-6DT)	AO	H-3-5, L-8, CHEYENNE	200403
US72034	KZ							15RTP1421238934		AO		200012
US72051	KZ					O		14SQE1145405983	UTC-6(-5DT)	AO	L-6-13, DALLAS-FT WORTH	200502
US72084	KSMX					O		10SGD3232464784	UTC-8(-7DT)	AO	H-4G, L-3A	200403
US72123	KZ							16SGA3511274472		AO		200012
US72128	KCRP					H	LRA	14RPR4768472665	UTC-6(-5DT)	AO	H-7C, L-16F	200512
US72152	KZ	PARAGOULD MUNI						15SYV2446193799		AO		200012
US72158	KZ		Flippin			O		15SWA3679416292	UTC-6(-5DT)	AO	H-6I, L-14E-21A	200403
US72212	KZ					O		17RLM4675094296	UTC-5(-4DT)	AO	L-19, JACKSONVILLE	200205
US72267	KZ					O		18STJ7877028543	UTC-5(-4DT)	AO	H-10H-12I, L-22G-24G-28E	200602
US72288	KZ					O		12TUR7818412491	UTC-7(-6DT)	AO	H-1D, L-9B	200403
US72315	KZ					O		14SPH1434845730	UTC-6(-5DT)	AO	H-5C, L-6G	200407
US72322	KZ					O		16SGJ2532247402	UTC-5(-4DT)	AO	L-22E	200012
US72371	KZ		New Rockford			O		14TMT9015482564	UTC-6(-5DT)	AO	L-10, TWIN CITIES	200012
US72389	KZ					O		15SVC8470584323	UTC-6(-5DT)	AO	H-5D, L-21A	200403
US72396	KZ		Austin			O		14RNU9663458828	UTC-6(-5DT)	AO	L-15, SAN ANTONIO	200513
US72400	KZ							15RYP3298530891		AO		200012
US72437	KZ							12SUD0098030367				200012
US72467	KMRY					O	LRA	10SFF0350649682	UTC-8(-7DT)	AO	H-3A, L-2E	200512
US72481	KZ							12SUA2447091858				200012
US72487	KZ		Wisconsin Rapids			O		16TBQ7376815817	UTC-6(-5DT)	AO	H-2, L-10-11-12, GREEN BAY	200404
US72547	KSYR						L-AOE	18TVN0998973756	UTC-5(-4DT)	AO	H-11C-12J, L-12H-26E	200602
US72551	KZ					O		15TVG2985855627	UTC-6(-5DT)	AO	L-11C	200012
US72554	KZ							14RMT2642690828		AO		200012
US72616	KZ							14RNU5936833743		AO		200012
US72659	KZ		Orland			O		10SEJ7313897167	UTC-8(-7DT)	AO	L-2, SAN FRANCISCO	200513
US72692	KZ		Batavia			O		16SGJ4132629182	UTC-5(-4DT)	AO	L-22E	200012
US72694	KZ					O		14RNV7668141649	UTC-6(-5DT)	AO	L-15D	200012
US72712	KZ		Gaithersburg			O		18SUJ1287837692	UTC-5(-4DT)	AO	L-24-28, WASHINGTON	200012
US72717	KZ		Trinidad			O		13SEB5846523850	UTC-7(-6DT)	AO	H-5A, L-6E	200403
US72722	KZ					O		11TQK2111233728	UTC-7(-6DT)	AO	L-9, GREAT FALLS	200012
US72746	KRST						LRA	15TWJ4014861808	UTC-6(-5DT)	AO	H-2I, L-11C	200512
US72761	KZ							17SKB9542063279		AO		200012
US72854	KZ		Hayden			O		13TCE1202983528	UTC-7(-6DT)	AO	H-3, L-8, CHEYENNE	200403
US72921	KZ		Lumberton			O		18SWK1646920481	UTC-5(-4DT)	AO	L-24H-28G	200603
US72929	KZ							15RTP4520514536		AO		200012
US72936	KZ					O		12SXC5582678464	UTC-7	NN	H-4, L-4, PHOENIX	200403
US72990	KZ							16RDA4488136906		AO		200012
US73007	KNQX	BOCA CHICA FLD				O		17RMH3024718156	UTC-5(-4DT)	AO	H-8H, L-19D	200403
US73013	KZ							14SNC4713946510		AO		200012
US73014	KZ					O		16REV6569434513	UTC-6(-5DT)	AO	L-18-19, NEW ORLEANS	200513
US73033	KMDW						AOE	16TDM3747826287	UTC-6(-5DT)	AO	H-5E, L-23A, A-1A	200512
US73062	KZ							17SKU6525920553		AO		200012
US73077	KZ					O		12TVK4366743686	UTC-7(-6DT)	AO	H-3, L-5-7-8, SALT LAKE CITY	200403
US73080	KZ					O		11TML2102615685	UTC-8(-7DT)	AO	H-1C, L-9A	200404
US73099	KZ							13TFE9493141824		AO		200012
US73103	KSJC					H	AOE	10SEG9483835636	UTC-8(-7DT)	AO	H-3A, L-2F, A-2E	200602
US73152	KZ					O		15SVV9151601786	UTC-6(-5DT)	AO	H-6I, L-14E	200403
US73158	KZ							17RMN9545816868		AO		200012
US73243	KZ		Hobbs			O		13SFS6715418052	UTC-7(-6DT)	AO	H-6G, L-4H	200504
US73250	KZ					O		19TDG1765115654	UTC-5(-4DT)	AO	L-25, NEW YORK	200012
US73314	KZ	EVERGREEN OLF	Evergreen			O		16RDV9581475685	UTC-6(-5DT)	AO	L-18, NEW ORLEANS	200410
US73324	KZ					O		15SWC2712302972	UTC-6(-5DT)	AO	L-21, KANSAS CITY	200012
US73343	KZ		Philadelphia			H		18TVK9909736852	UTC-5(-4DT)	AO	H-10I-12I, L-24H-28G	200602
US73345	KDEN					H	AOELRA	13SEE2795412454	UTC-7(-6DT)	AO	H-3E-5A, L-6E-8G, A-2F, AACDTD	200512
US73360	KZ					O		16TGQ2593786950	UTC-5(-4DT)	AO	L-12, LAKE HURON	200204
US73373	KZ		Gainesville			O		17SKT3943496011	UTC-5(-4DT)	AO	H-9B-12F, L-20E	200602
US73380	KPHL					H	AOE	18SVK7937813572	UTC-5(-4DT)	AO	H-10I-12I, L-24G-28F	200602
US73418	KZ					O		16SDH3672773367	UTC-6(-5DT)	AO	L-21, ST. LOUIS	200413
US73441	KZ					O		15STS5555272066	UTC-6(-5DT)	AO	H-6, L-13, DALLAS-FT WORTH	200501
US73460	KZ							15STB4940962916		AO		200012
US73469	KZ							16TDL6385512063				200012
US73525	KZ							13TEH9380994252		AO		200012
US73567	KZ							13RFN7791962838		AO		200012
US73571	KZ					O		10TGK0606472285	UTC-8(-7DT)	AO	L-2, KLAMATH FALLS	200012
US73604	KZ					O		15SXD0210234921	UTC-6(-5DT)	AO	H-5, L-21, KANSAS CITY	200404
US73698	KZ							15SWT2193999140		AO		200012
US73758	KSUX							14TQM1525797793	UTC-6(-5DT)	AO	H-5C, L-11B	200403
US73767	KEUG		Eugene			H		10TDP8304185732	UTC-8(-7DT)	AO	H-1A, L-1B	200403
US73786	KMCN		Macon			O		17SKS5163120340	UTC-5(-4DT)	AO	H-9B-12F, L-19A-20E	200602
US73820	KZ		South Sioux City			O		14TQN0783003298	UTC-6(-5DT)	AO	L-11, OMAHA	200012
US73858	KZ					O		15UUQ0217414956	UTC-6(-5DT)	AO	L-10F	200012
US73888	KPSM					O	L-AOE	19TCH5157471084	UTC-5(-4DT)	AO	H-11D-12K, L-25D-26F	200609
US73898	KTCS					O		13SBS8832979856	UTC-7(-6DT)	AO	H-4J, L-4G	200403
US73929	KPMD					O		11SMU0058632480	UTC-8(-7DT)	AO	H-4G, L-3B, AACDTD	200403
US73966	KZ							15RUP0700759992		AO		200012
US73972	KZ					O		16SBG4823895105	UTC-6(-5DT)	AO	H-5D, L-21B	200513
US74019	KZ		Los Angeles			H		11SLT6986691814	UTC-8(-7DT)	AO	L-3, A-2, LOS ANGELES	200012
US74074	KZ							12SWF6816562943				200012
US74075	KZ							10TCU8329310433		AO		200012
US74081	KLEB					O	LRA	18TYP1749033879	UTC-5(-4DT)	AO	H-11D-12K, L-26F	200602
US74129	KZ							18TVM7604317135		AO		200012
US74132	KZ							13SGT4158256799		AO		200012
US74184	KZ							16TCM2758939985		AO		200012
US74207	KZ							17RLR4419128834		AO		200012
US74227	KZ		Springfield			O		15SVB7802619497	UTC-6(-5DT)	AO	L-21, KANSAS CITY	200012
US74336	KZ		Concord					10SEH8281505088	UTC-8(-7DT)	AO	H-3A, L-2F, A-2E	200403
US74349	KZ							14UPU2056562564		AO		200012
US74362	KZ	CAMP RIPLEY	Camp Ripley			O		15TUM9482405081	UTC-6(-5DT)	AO	H-2H, L-10G	200403
US74397	KZ		Saratoga			O		13TCF4767189747	UTC-7(-6DT)	AO	H-3E, L-8F	200403
US74399	KZ					O		12SWC9154092039	UTC-7	NN	H-4, L-4, PHOENIX	200403
US74408	KZ							16TEL8897688834				200012
US74420	KRND		Universal City			O		14RNT6987566888	UTC-6(-5DT)	AO	H-7B, L-15D-16F	200405
US74466	KZ					O		15SYD1694402952	UTC-6(-5DT)	AO	L-21, A-1, ST. LOUIS	200012
US74471	KZ							16SEF1693572694		AO		200012
US74521	KERI					H	AOE	17TNG6813659211	UTC-5(-4DT)	AO	H-10H, L-12G-23D	200602
US74597	KZ							17RLP3951636994		AO		200012
US74663	KZ		Waverly			O		16SDE3356997133	UTC-6(-5DT)	AO	L-14-21, ST. LOUIS	200012
US74672	KZ					O		16SBC4104447110	UTC-6(-5DT)	AO	H-6J, L-14F	200403
US74780	KZ					O		17TNE3011647241	UTC-5(-4DT)	AO	H-10G-12H, L-23D-24E	200602
US74795	KNJK					O		11SPS2433033136	UTC-8(-7DT)	AO	H-4H, L-3D	200403
US74796	KZ	SENATOR OWEN BREWSTER				O		19TDK8132083438	UTC-5(-4DT)	AO	L-26, MONTREAL	200205
US74806	KZ							17TLJ5037412915		AO		200012
US74824	KCMH		Columbus				AOELRA	17SLE3849929246	UTC-5(-4DT)	AO	H-10G, L-23C	200605
US74835	KZ	DONEGAL						18TUK6579139179		AO		200012
US74840	KZ							14SME0767896182		AO		200012
US74843	KZ							16SCG4461116929		AO		200012
US74884	KZ					H		11TQH0822733601	UTC-7(-6DT)	AO	H-3C, L-7C	200403
US74909	KZ					O		11TMM9881635658	UTC-8(-7DT)	AO	H-1C, L-9A	200403
US74919	KZ							14TQN2874679584		AO		200012
US75001	KZ							14SKE8511615722		AO		200012
US75026	KZ		Decatur			O	LRA	16SED0500734528	UTC-6(-5DT)	AO	H-6J-9A, L-14H	200512
US75095	KSUS		St Louis				AOELRA	15SYC0429081899	UTC-6(-5DT)	AO	H-5D, L-21B, A-1B	200602
US75155	KZ							14RNQ1534822681		AO		200012
US75182	KZ					O		16TEK6386931428	UTC-5(-4DT)	NN	H-5E-10F, L-23B	200605
US75256	KZ							11SLU4152148655		AO		200012
US75265	KZ					O		16SGB0762688048	UTC-5(-4DT)	AO	H-9-12, L-20, A-1, ATLANTA	200602
US75301	KZ					O		17TPF7418337121	UTC-5(-4DT)	AO	L-24, DETROIT	200012
US75303	KDBQ							15TXG8850296953	UTC-6(-5DT)	AO	H-5D, L-11D	200403
US75384	KZ		Mesa			O		12SVC3231702614	UTC-7	NN	H-4I, L-4E	200403
US75400	KZ					O		13SBC4763866351	UTC-7(-6DT)	AO	H-3, L-5, DENVER	200403
US75432	KFYV		Fayetteville			O		15SUV9455085146	UTC-6(-5DT)	AO	H-6H, L-14E	200513
US75443	KZ							10TFQ1651706738		AO		200012
US75448	KZ							16SBF3972537089		AO		200012
US75457	KZ							16TGQ1540265065		AO		200012
US75478	KZ					O		16SEK0684325055	UTC-5(-4DT)	NN	L-23B	200605
US75496	KZ		Detroit-Gross Ile			O		17TLG2126663038	UTC-5(-4DT)	AO	H-3, L-23, A-1, DETROIT	200204
US75503	KZ					O		10TER1804510431	UTC-8(-7DT)	AO	H-1B, L-1C	200403
US75521	KZ							17RNK3633799047		AO		200012
US75531	KZ							17RMP3623715918		AO		200012
US75549	KFSI	FORT SILL	Fort Sill			O		14SND5478534375	UTC-6(-5DT)	AO	H-6G, L-13B	200403
US75577	KZ							13SEA4922879148		AO		200012
US75620	KZ							17SQV4057289835		AO		200012
US75622	KZ							18SVJ4685600137		AO		200012
US75629	KZ					O	LRA	10TET5907260265	UTC-8(-7DT)	AO	H-1, L-1, SEATTLE	200512
US75631	KZ							15STV5906168695		AO		200012
US75644	KIRK					O		15TWE3879338234	UTC-6(-5DT)	AO	H-5D, L-11C	200412
US75670	KZ							18SUE4105064130		AO		200012
US75673	KZ					O		18SUH2193944671	UTC-5(-4DT)	AO	L-22H-28E	200012
US75693	KZ		Meadville			O		17TNG6541308609	UTC-5(-4DT)	AO	H-10, L-23-24, DETROIT	200404
US75705	KZ					O		16SGB5394879760	UTC-5(-4DT)	AO	L-20, A-1, ATLANTA	200012
US75707	KTWF		Twin Falls			O		11TQH0648906331	UTC-7(-6DT)	AO	H-3C, L-7C	200513
US75731	KZ							11ULP7816297454		AO		200012
US75742	KZ		Freeport			O		16TBM8698580336	UTC-6(-5DT)	AO	H-5, L-11-23, CHICAGO	200404
US75749	KZ					O		18TWP3902511279	UTC-5(-4DT)	AO	L-26, NEW YORK	200012
US75765	KZ					O		16TEQ6010102406	UTC-5(-4DT)	AO	H-2, L-12, GREEN BAY	200404
US75803	KZ					O		15TVL5253245328	UTC-6(-5DT)	AO	L-10, TWIN CITIES	200012
US75842	KZ							14SLE7332273247		AO		200012
US75849	KZ							15TUL3493440664		AO		200012
US75855	KFFO		Dayton			O	L-AOE	16SGK5261212627	UTC-5(-4DT)	AO	H-10G, L-23C	200604
US75867	PAGA	GALENA						04WES9820980652		AO		200012
US75885	KXMR		Cocoa Beach			N		17RNM4242649078	UTC-5(-4DT)	AO	H-8H, L-19C	200403
US75897	KZ							15SUS1731519598		AO		200012
US75943	KZ		Pineville			S		17SMB5063161632	UTC-5(-4DT)	AO	L-22, CINCINNATI	200012
US75958	KZ		Brewster			O		11UKP9747431537	UTC-8(-7DT)	AO	L-9, SEATTLE	200012
US75992	KZ		Patterson			O		15RXN6067887756	UTC-6(-5DT)	AO	H-7D, L-17C	200403
US76010	KZ	CONCHAS STATE PARK						13SEV7434113758		AO		200012
US76049	KZ					O		16SFH3332691139	UTC-5(-4DT)	NN	H-5E, L-21D	200605
US76051	KZ							14SNA6368048194		AO		200012
US76055	KZ							12SVB2445981415				200012
US76097	PABV							06VUP6619011751		AO		200012
US76102	KZ							14RQU7743163530		AO		200012
US76153	KZ							14RMT6593937300		AO		200012
US76154	KZ							15SYT4965791143		AO		200012
US76166	KZ		Daggett			O		11SNU1949956841	UTC-8(-7DT)	AO	H-4H, L-3C	200403
US76169	KZ					O		15TWH3168768951	UTC-6(-5DT)	AO	L-11, CHICAGO	200012
US76209	KZ					O		17SKC3857916458	UTC-5(-4DT)	AO	H-10, L-22, CINCINNATI	200404
