SUAS_IDENT	SECTOR	TYPE	NAME	ICAO	CON_AGCY	LOC_HDATUM	WGS_DATUM	COMM_NAME	FREQ1	FREQ2	LEVEL	UPPER_ALT	LOWER_ALT	EFF_TIMES	WX	CYCLE_DATE
YMD278		D	PARAFIELD	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004000AMSL	02500AMSL	CONT DAYS		200113
YMD285		D	MURRAY BRIDGE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004000AMSL	SURFACE	CONT DAYS		200009
YMD286		D	THE PAGES	YMMM	DOD (AIR FORCE)	WGE	WGE				L	008000AMSL	SURFACE	CONT		200011
YMD287		D	YOUNG ROCKS	YMMM	DOD (AIR FORCE)	WGE	WGE				L	008000AMSL	SURFACE	CONT		200011
YMD288		D	CAPE JAFFA	YMMM	DOD (AIR FORCE)	WGE	WGE				L	008000AMSL	SURFACE	CONT		200011
YMD290		D	PARAFIELD	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200009
YMD291		D	PARAFIELD	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200009
YMD293		D	PARAFIELD	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004000AMSL	01500AMSL	CONT DAYS		200009
YMD296		D	23 MILE QUARRIES	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	005000AMSL	SURFACE	CONT		200009
YMD297A		D	SOUTH PARA	YMMM	DOD (AIR FORCE)	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200009
YMD297B		D	SOUTH PARA	YMMM	DOD (AIR FORCE)	WGE	WGE				L	002000AMSL	SURFACE	CONT DAYS		200009
YMD305		D	LAUNCESTON	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004000AMSL	SURFACE	CONT DAYS		200013
YMD314		D	MOORABBIN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004500AMSL	SURFACE	CONT DAYS		200013
YMD315		D	MOORABBIN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	007500AMSL	SURFACE	CONT DAYS		200013
YMD366		D	POINT COOK	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004500AMSL	SURFACE	DAYS		200206
YMD369		D	SAVAGE RIVER MINE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	003000AMSL	SURFACE	CONT		200512
YMD371A		D	WELSHPOOL	YMMM	CIVIL AVIATION SAFETY AUTHORITY	WGE	WGE				B	FL125	SURFACE	BY NOTAM		200212
YMD371B		D	WELSHPOOL	YMMM	CIVIL AVIATION SAFETY AUTHORITY	WGE	WGE				B	FL200	SURFACE	BY NOTAM		200212
YMD372		D	LANG LANG GAS PLANT	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001200AMSL	SURFACE	CONT		200413
YMD386A		D	HAMILTON	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	010000AMSL	SURFACE	BY NOTAM		200407
YMD386B		D	HAMILTON	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				B	FL200	10000AMSL	BY NOTAM		200407
YMD389		D	TOORADIN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				B	007500AMSL	SURFACE	DAILY 2300-1300Z++		200605
YMD392		D	WOODSIDE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002000AMSL	SURFACE	CONT		200410
YMD423		D	NOWRA	YMMM	DOD (NAVY)	WGE	WGE				L	010000AMSL	SURFACE	CONT		200410
YMD451		D	MARULAN	YMMM	CIVIL AVIATION SAFETY AUTHORITY	WGE	WGE				L	004500AMSL	SURFACE	BY NOTAM		200504
YMD456		D	BASS POINT	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	000500AMSL	SURFACE	MON-SAT DAYS		200410
YMD518		D	COBAR	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002700AMSL	SURFACE	INTMT		200410
YMD527		D	CADIA GOLD MINE	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	005000AMSL	SURFACE	MON-SAT DAYS		200410
YMD538A		D	RICHMOND	YMMM	DOD (AIR FORCE)	WGE	WGE				L	007500AMSL	SURFACE	CONT		200410
YMD538B		D	RICHMOND	YMMM	DOD (AIR FORCE)	WGE	WGE				L	010000AMSL	SURFACE	CONT		200410
YMD539A		D	BANKSTOWN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002000AMSL	SURFACE	CONT DAYS		200410
YMD539B		D	BANKSTOWN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002500AMSL	SURFACE	CONT DAYS		200410
YMD552		D	CAMDEN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004500AMSL	SURFACE	CONT DAYS		200410
YMD556A		D	BANKSTOWN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002500AMSL	SURFACE	CONT DAYS		200410
YMD556B		D	BANKSTOWN	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004500AMSL	SURFACE	CONT DAYS		200410
YMD593A		D	WILTON	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	007500AMSL	SURFACE	CONT DAYS		200410
YMD593B		D	WILTON	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	004500AMSL	SURFACE	CONT DAYS		200410
YMP229		P	PINE GAP	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL180	SURFACE	CONT		200512
YMR119A		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				B	FL950	SURFACE	BY NOTAM		200410
YMR119B		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				B	FL950	SURFACE	BY NOTAM		200410
YMR119C		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				B	FL950	SURFACE	BY NOTAM		200410
YMR119D		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				B	FL950	SURFACE	BY NOTAM		200410
YMR119E		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				B	FL950	SURFACE	BY NOTAM		200410
YMR119F		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				B	FL950	SURFACE	BY NOTAM		200410
YMR119G		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				B	FL950	SURFACE	BY NOTAM		200410
YMR119H		R	STIRLING	YMMM	DOD (NAVY)	WGE	WGE				L	004500AMSL	SURFACE	BY NOTAM		200410
YMR122		R	NORTH WEST CAPE	YMMM	OIC PROH AREA EXMOUTH	N	WGE				L	003000AMSL	SURFACE	CONT		200410
YMR123		R	NORTH WEST CAPE	YMMM	OIC PROH AREA EXMOUTH	WGE	WGE				L	001000AMSL	SURFACE	CONT		200410
YMR124		R	NORTH WEST CAPE	YMMM	OIC PROH AREA EXMOUTH	WGE	WGE				L	001000AMSL	SURFACE	CONT		200410
YMR129		R	BINDOON	YMMM	DOD (ARMY)	WGE	WGE				L	005500AMSL	SURFACE	BY NOTAM		200410
YMR131A		R	YATHARRAGA	YMMM	AUSTRALIAN SPACE OFFICE, CANBERRA	WGE	WGE				B	UNLTD	SURFACE	CONT		200410
YMR131B		R	YATHARRAGA	YMMM	AUSTRALIAN SPACE OFFICE, CANBERRA	WGE	WGE				B	UNLTD	05000AMSL	CONT		200410
YMR131C		R	YATHARRAGA	YMMM	AUSTRALIAN SPACE OFFICE, CANBERRA	WGE	WGE				B	UNLTD	10000AMSL	CONT		200410
YMR131D		R	YATHARRAGA	YMMM	AUSTRALIAN SPACE OFFICE, CANBERRA	WGE	WGE				H	UNLTD	FL150	CONT		200410
YMR131E		R	YATHARRAGA	YMMM	AUSTRALIAN SPACE OFFICE, CANBERRA	WGE	WGE				H	UNLTD	FL250	CONT		200410
YMR131F		R	YATHARRAGA	YMMM	AUSTRALIAN SPACE OFFICE, CANBERRA	WGE	WGE				H	UNLTD	FL350	CONT		200410
YMR131G		R	YATHARRAGA	YMMM	AUSTRALIAN SPACE OFFICE, CANBERRA	WGE	WGE				H	UNLTD	FL450	CONT		200410
YMR132A		R	BINDOON	YMMM	DOD (ARMY)	WGE	WGE				L	004000AMSL	SURFACE	CONT		200413
YMR132B		R	BINDOON	YMMM	DOD (ARMY)	WGE	WGE				L	009000AMSL	04000AMSL	BY NOTAM		200413
YMR132C		R	BINDOON	YMMM	DOD (ARMY)	WGE	WGE				L	010000AMSL	04000AMSL	BY NOTAM		200413
YMR135		R	LAVERTON	YMMM	DOD (AIR FORCE)	WGE	WGE				L	008200AMSL	SURFACE	CONT		200410
YMR140A		R	GARDEN ISLAND	YMMM	DOD (NAVY)	WGE	WGE				L	001500AMSL	SURFACE	CONT		200410
YMR140B		R	GARDEN ISLAND	YMMM	DOD (NAVY)	WGE	WGE				L	004000AMSL	01500AMSL	BY NOTAM		200410
YMR144		R	STIRLING	YMMM	DOD (AIR FORCE)	N	WGE				L	002000AMSL	SURFACE	BY NOTAM		200410
YMR145		R	MIMEGARRA	YMMM	DOD (ARMY)	WGE	WGE				B	FL250	SURFACE	BY NOTAM		200410
YMR146A		R	LANCELIN	YMMM	DOD (NAVY)	WGE	WGE				B	FL700	SURFACE	BY NOTAM		200410
YMR146B		R	LANCELIN	YMMM	DOD (NAVY)	WGE	WGE				B	FL260	SURFACE	BY NOTAM		200410
YMR146C		R	LANCELIN	YMMM	DOD (NAVY)	WGE	WGE				B	FL260	SURFACE	BY NOTAM		200410
YMR148		R	LANCELIN	YMMM	DOD (NAVY)	WGE	WGE				B	FL260	SURFACE	BY NOTAM		200410
YMR153A		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200410
YMR153B		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	003500AMSL	SURFACE	CONT		200410
YMR153C		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	004500AMSL	SURFACE	CONT		200410
YMR153D		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	006500AMSL	SURFACE	CONT		200410
YMR155		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL160	SURFACE	CONT		200413
YMR156		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL160	04000AMSL	CONT		200413
YMR157		R	LANCELIN	YMMM	DOD (NAVY)	N	WGE				B	FL260	SURFACE	BY NOTAM		200410
YMR160A		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL150	02000AMSL	CONT		200410
YMR160B		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL450	FL150	CONT		200410
YMR161A		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL200	04000AMSL	CONT		200410
YMR161B		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL450	FL200	CONT		200410
YMR166A		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL200	06000AMSL	CONT		200410
YMR166B		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL450	FL200	CONT		200410
YMR178		R	PEARCE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR184		R	LANCELIN	YMMM	DOD (NAVY)	WGE	WGE				L	004000AMSL	SURFACE	BY NOTAM		200410
YMR235		R	ALICE SPRINGS	YMMM	DOD (AIR FORCE)	WGE	WGE				L	007000AMSL	SURFACE	CONT		200410
YMR237		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	UNLTD	SURFACE	BY NOTAM		200410
YMR240		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR245		R	DANGEROUS REEF	YMMM	DOD (NAVY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR246		R	THISTLE ISLAND	YMMM	DOD (NAVY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR250A		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	UNLTD	SURFACE	BY NOTAM		200410
YMR250B		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	UNLTD	SURFACE	BY NOTAM		200410
YMR250C		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	UNLTD	SURFACE	BY NOTAM		200410
YMR251		R	MONUMENT HILL	YMMM	DOD (AIR FORCE)	WGE	WGE				L	006000AMSL	SURFACE	BY NOTAM		200410
YMR252		R	ALAMEIN	YMMM	DOD (ARMY)	WGE	WGE				B	FL250	BY NOTAM	BY NOTAM		200410
YMR253		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				L	006500AMSL	03500AMSL	MON-FRI CONT		200410
YMR254		R	NORTH EAST ROCK	YMMM	DOD (AIR FORCE)	N	WGE				B	FL200	BY NOTAM	BY NOTAM		200410
YMR255		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				L	001500AMSL	SURFACE	BY NOTAM		200410
YMR259		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				L	001500AMSL	SURFACE	BY NOTAM		200410
YMR260		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	UNLTD	SURFACE	BY NOTAM		200410
YMR261		R	ADELAIDE	YMMM	DOD (AIR FORCE)	WGE	WGE				L	002500AMSL	SURFACE	MON-FRI, SUNRISE TO SUNSET		200410
YMR263A		R	EL ALAMEIN	YMMM	DOD (ARMY)	WGE	WGE				L	002500AMSL	SURFACE	CONT DAYS		200410
YMR263B		R	EL ALAMEIN	YMMM	DOD (ARMY)	WGE	WGE				L	003000AMSL	SURFACE	BY NOTAM		200410
YMR265A		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	01500AMSL	CONT		200410
YMR265B		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	06500AMSL	CONT		200410
YMR265C		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	08500AMSL	CONT		200410
YMR265D		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	09500AMSL	CONT		200410
YMR275		R	WOOMERA	YMMM	DOD (SCIENCE AND TECHNOLOGY)	WGE	WGE				L	002100AMSL	SURFACE	CONT		200410
YMR276		R	KOOLYMILKA	YMMM	DOD (SCIENCE AND TECHNOLOGY)	WGE	WGE				L	002000AMSL	SURFACE	BY NOTAM		200410
YMR279		R	EDINBURGH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL250	SURFACE	BY NOTAM		200410
YMR282		R	ADELAIDE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL600	SURFACE	BY NOTAM		200410
YMR283		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	UNLTD	SURFACE	BY NOTAM		200410
YMR284A		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				L	002000AMSL	SURFACE	BY NOTAM		200410
YMR284B		R	WOOMERA	YMMM	DOD (AIR FORCE)	WGE	WGE				B	UNLTD	02000AMSL	BY NOTAM		200410
YMR289A		R	MURRAY BRIDGE	YMMM	DOD (ARMY)	WGE	WGE				L	002500AMSL	SURFACE	CONT		200410
YMR289B		R	MURRAY BRIDGE	YMMM	DOD (ARMY)	WGE	WGE				L	007000AMSL	02500AMSL	BY NOTAM		200410
YMR295A		R	PORT WAKEFIELD	YMMM	DOD (ARMY)	WGE	WGE				B	FL250	SURFACE	CONT		200410
YMR295B		R	PORT WAKEFIELD	YMMM	DOD (ARMY)	WGE	WGE				H	BY NOTAM	FL250	BY NOTAM		200410
YMR295C		R	PORT WAKEFIELD	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR295D		R	PORT WAKEFIELD	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR295E		R	PORT WAKEFIELD	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200410
YMR295F		R	PORT WAKEFIELD	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200410
YMR298		R	PELICAN POINT	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001500AMSL	SURFACE	CONT		200410
YMR321		R	LAVERTON	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002900AMSL	SURFACE	CONT		200606
YMR323A		R	WESTERN PORT	YMMM	DOD (NAVY)	WGE	WGE				L	009000AMSL	SURFACE	MON-FRI 2300-0545Z++, OT BY NOTAM		200410
YMR323B		R	WESTERN PORT	YMMM	DOD (NAVY)	WGE	WGE				B	FL550	SURFACE	MON-FRI 2300-0545Z++, OT BY NOTAM		200410
YMR332		R	HANNS INLET	YMMM	DOD (NAVY)	N	WGE				L	002000AMSL	SURFACE	CONT		200410
YMR339		R	CAPE SCHANCK	YMMM	DOD (NAVY)	WGE	WGE				B	FL550	BY NOTAM	BY NOTAM		200410
YMR350		R	PUCKAPUNYAL	YMMM	DOD (ARMY)	WGE	WGE				B	FL200	SURFACE	CONT		200410
YMR351A		R	GRAYTOWN	YMMM	DOD (ARMY)	WGE	WGE				B	FL200	SURFACE	CONT		200410
YMR351B		R	GRAYTOWN	YMMM	DOD (ARMY)	WGE	WGE				H	FL500	FL200	BY NOTAM		200410
YMR352		R	PUCKAPUNYAL	YMMM	DOD (ARMY)	WGE	WGE				B	003000AMSL	SURFACE	BY NOTAM		200512
YMR358A		R	EAST SALE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	SURFACE	CONT		200410
YMR358B		R	EAST SALE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	04000AMSL	CONT		200410
YMR358C		R	EAST SALE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	06000AMSL	CONT		200410
YMR358D		R	EAST SALE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	04000AMSL	CONT		200410
YMR358E		R	EAST SALE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL450	06000AMSL	CONT		200410
YMR362A		R	STONY HEAD	YMMM	DOD (ARMY)	WGE	WGE				L	003500AMSL	SURFACE	CONT		200410
YMR362B		R	STONY HEAD	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	03500AMSL	BY NOTAM		200410
YMR362C		R	STONY HEAD	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	SURFACE	BY NOTAM		200410
YMR364		R	BENALLA	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002000AMSL	SURFACE	CONT		200410
YMR365		R	MANGALORE	YMMM	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	BY NOTAM		200410
YMR367		R	MULWALA	YMMM	DOD (ARMY)	WGE	WGE				L	002000AMSL	SURFACE	CONT		200410
YMR368		R	ALBURY	YMMM	DOD (ARMY)	WGE	WGE				L	002200AMSL	SURFACE	BY NOTAM		200410
YMR374		R	SWAN ISLAND	YMMM	DOD (ARMY)	WGE	WGE				L	001500AMSL	SURFACE	CONT		200410
YMR379A		R	BUCKLAND	YMMM	DOD (ARMY)	WGE	WGE				L	004000AMSL	SURFACE	CONT		200410
YMR379B		R	BUCKLAND	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	04000AMSL	BY NOTAM		200410
YMR380		R	PONTVILLE	YMMM	DOD (ARMY)	WGE	WGE				L	002500AMSL	SURFACE	CONT		200410
YMR391		R	DUTSON	YMMM	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR405A		R	SYDNEY	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	000500AMSL	SURFACE	CONT DAYS		200410
YMR405B		R	SYDNEY	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	001000AMSL	SURFACE	CONT DAYS		200410
YMR413		R	OAKLANDS	YMMM	DEPT OF ADMIN SVC	WGE	WGE				L	001500AMSL	SURFACE	CONT		200410
YMR418		R	KAPOOKA	YMMM	DOD (ARMY)	WGE	WGE				L	003000AMSL	SURFACE	CONT		200410
YMR420A		R	NOWRA	YMMM	DOD (NAVY)	WGE	WGE				B	FL125	SURFACE	CONT		200410
YMR420B		R	NOWRA	YMMM	DOD (NAVY)	WGE	WGE				B	FL125	02500AMSL	CONT		200410
YMR420C		R	NOWRA	YMMM	DOD (NAVY)	WGE	WGE				B	FL300	SURFACE	CONT		200410
YMR420D		R	NOWRA	YMMM	DOD (NAVY)	WGE	WGE				B	FL300	02500AMSL	CONT		200410
YMR420E		R	NORWA	YMMM	DOD (NAVY)	WGE	WGE				B	FL300	01500AMSL	CONT		200410
YMR422		R	NOWRA	YMMM	DOD (NAVY)	WGE	WGE				B	FL300	10000AMSL	CONT		200410
YMR424		R	CANBERRA	YMMM	SCHOOL OF RADIO PHYSICS SYDNEY UNIV	WGE	WGE				L	003500AMSL	SURFACE	CONT		200410
YMR425		R	TIDBINBILLA	YMMM	DEPT OF SCIENCE	WGE	WGE				L	003600AMSL	SURFACE	CONT		200410
YMR426		R	TIDBINBILLA	YMMM	DEPT OF SCIENCE	WGE	WGE				B	FL120	SURFACE	BY NOTAM		200410
YMR452		R	BEECROFT HEAD	YMMM	DOD (NAVY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453A		R	TASMAN SEA	YMMM	DOD (NAVY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453B		R	TASMAN SEA	YMMM	DOD (NAVY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453C		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453D		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453E		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453F		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453G		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453H		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453J		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453K		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453L		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453M		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453N		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR453P		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR455		R	CANBERRA	YMMM	DOD (CORP SVC)	WGE	WGE				L	002700AMSL	SURFACE	CONT		200413
YMR473		R	NORTH HEAD	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR485A		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				L	001500AMSL	SURFACE	BY NOTAM		200410
YMR485B		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				L	007500AMSL	SURFACE	BY NOTAM		200410
YMR485C		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				L	008500AMSL	SURFACE	BY NOTAM		200410
YMR485D		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	FL125	SURFACE	BY NOTAM		200410
YMR485E		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	FL205	SURFACE	BY NOTAM		200410
YMR495A		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR495B		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR495C		R	TASMAN SEA	YMMM	DOD (NAVY)	N	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR519		R	BOGAN GATE	YMMM	DOD (AIR FORCE)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR520A		R	MARRANGAROO	YMMM	DOD (ARMY)	WGE	WGE				B	008500AMSL	SURFACE	MON-FRI 2130-0600Z++		200507
YMR520B		R	MARRANGAROO	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	08500AMSL	BY NOTAM		200507
YMR521		R	LUCAS HEIGHTS	YMMM	AIRSERVICES AUSTRALIA	WGE	WGE				L	002000AMSL	SURFACE	CONT		200410
YMR525		R	PARKES	YMMM	CSIRO	WGE	WGE				L	005000AMSL	SURFACE	CONT		200410
YMR536A		R	KINGSWOOD	YMMM	DOD (AIR FORCE)	WGE	WGE				L	001500AMSL	SURFACE	CONT DAYS		200410
YMR536B		R	KINGSWOOD	YMMM	DOD (AIR FORCE)	WGE	WGE				L	004500AMSL	SURFACE	INTMT		200410
YMR541		R	RICHMOND	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL280	04000AMSL	BY NOTAM		200410
YMR555A		R	HOLSWORTHY	YMMM	DOD (ARMY)	WGE	WGE				L	001500AMSL	SURFACE	CONT		200410
YMR555B		R	HOLSWORTHY	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	01500AMSL	BY NOTAM		200410
YMR555C		R	HOLSWORTHY	YMMM	DOD (ARMY)	WGE	WGE				L	003000AMSL	SURFACE	CONT 2100-1100Z++		200410
YMR555D		R	HOLSWORTHY	YMMM	DOD (ARMY)	WGE	WGE				B	BY NOTAM	BY NOTAM	BY NOTAM		200410
YMR850A		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL280	SURFACE	BY NOTAM		200410
YMR850B		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL280	BY NOTAM		200410
YMR851A		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				L	010000AMSL	SURFACE	BY NOTAM		200411
YMR851B		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL280	10000AMSL	BY NOTAM		200410
YMR851C		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL280	BY NOTAM		200410
YMR852A		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL280	10000AMSL	BY NOTAM		200410
YMR852B		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL280	BY NOTAM		200410
YMR853A		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL280	SURFACE	BY NOTAM		200410
YMR853B		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL280	BY NOTAM		200410
YMR854A		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				B	FL280	SURFACE	BY NOTAM		200410
YMR854B		R	LEARMONTH	YMMM	DOD (AIR FORCE)	WGE	WGE				H	FL600	FL280	BY NOTAM		200410
